Entity_Name,Type,Source,QID,Page_Numbers,Original_Files,Original_Count
Santa Maria Maddalena dei Pazzi,E53 Place,Handmade,Q1784984,,gio-English_table.csv,1
Santa Maria Maggiore,E53 Place,Handmade,Q3673484,,gio-English_table.csv,2
Santa Maria Zobenigo,E53 Place,Handmade,Q220811,,gio-English_table.csv,1
Santa Maria degli Scalzi,E53 Place,Handmade,Q748689,,gio-English_table.csv,1
Santa Maria del Popolo,E53 Place,Handmade,Q869513,,gio-English_table.csv,1
Santa Maria del Rosario,E53 Place,Handmade,Q17625057,,gio-English_table.csv,1
Santa Maria della Concezione dei Cappuccini,E53 Place,Handmade,Q546141,,gio-English_table.csv,1
"Santa Maria della Fava, Venice",E53 Place,Handmade,Q3585434,,gio-English_table.csv,1
Santa Maria della Pace,E53 Place,Handmade,Q1514683,,gio-English_table.csv,1
Santa Maria della Pietà,E53 Place,Handmade,Q1559661,,gio-English_table.csv,1
Santa Maria della Salute,E53 Place,Handmade,Q52531,,gio-English_table.csv,1
Santa Maria della Vittoria,E53 Place,Handmade,Q863593,,gio-English_table.csv,1
Santa Maria di Loreto,E53 Place,Handmade,Q461997,,gio-English_table.csv,1
Santa Maria di Nazareth Basilica,E53 Place,Handmade,Q3635772,,gio-English_table.csv,1
Santa Maria in Montesanto,E53 Place,Handmade,Q1809115,,gio-English_table.csv,1
Santa Maria in Vallicella,E53 Place,Handmade,Q2031901,,gio-English_table.csv,1
Santa Maria sopra Minerva,E53 Place,Handmade,Q823685,,gio-English_table.csv,2
"Santa Marta, Naples",E53 Place,Handmade,Q431023,,gio-English_table.csv,1
Santa Prassede,E53 Place,Handmade,Q733890,,gio-English_table.csv,1
Santa Sofia,E53 Place,Handmade,Q23038727,,gio-English_table.csv,1
Santi Apostoli,E53 Place,Handmade,Q1515300,,gio-English_table.csv,1
Santi Quattro Coronati,E53 Place,Handmade,G61,,gio-English_table.csv,1
Santi Vincenzo e Anastasio a Trevi,E53 Place,Handmade,Q2313394,,gio-English_table.csv,1
"Santi, Giovan Gioseffo",E21 Person,Index,,237n,S_refined.csv,1
"Santi, Tommaso de'",E21 Person,Index,,263,S_refined.csv,1
Santissima Annunziata,E53 Place,Handmade,Q2287001,,gio-English_table.csv,1
Santo Stefano Rotondo,E53 Place,Handmade,Q916860,,gio-English_table.csv,1
Sapienza,E53 Place,Handmade,G13,,gio-English_table.csv,1
Sarah Churchill,E21 Person,Handmade,Q19176,,name-English_table.csv,1
Sassoferrato,E53 Place,Handmade,Q124886,,gio-English_table.csv,1
Sassoferrato (Giovan Battista Salvi),E21 Person,Index,,"130, 131; 131; 131n",S_refined.csv,6
"Savelli, Cardinal",E21 Person,Index,,91,S_refined.csv,1
Saverio Bettinelli,E21 Person,Handmade + Index,Q1152092,"320; 320, 334",B_refined.csv; name-English_table.csv,3
Saverio Savini,E21 Person,Handmade + Index,R182,9n,S_refined.csv; name-English_table.csv,2
Savoy,E53 Place,Index,,"202, 296, 297",S_refined.csv,1
"Savoy, Adelaide Enrichetta of",E21 Person,Index,,193n,S_refined.csv,1
"Savoy, Anne Marie of",E21 Person,Index,,341n,S_refined.csv,1
"Savoy, Cardinal Maurizio of",E21 Person,Index,,6n,S_refined.csv,1
"Savoy, Carlo Emmanuele III of",E21 Person,Index,,201n,S_refined.csv,1
"Savoy, Duchess of",E21 Person,Index,,65,S_refined.csv,1
"Savoy, Vittorio Amedeo II, Duke of",E21 Person,Index,,"89, 200, 202",S_refined.csv,1
Scala Regia,E22 Man-Made Object,Handmade,A454,,work-English_table.csv,1
Scalzi,E74 Group,Index,,"269, 270",S_refined.csv,1
Scandinavia,E53 Place,Handmade,Q21195,,gio-English_table.csv,1
"Scaramuccia, Luigi",E21 Person,Index,,124,S_refined.csv,2
"Scarselli, Abate",E21 Person,Index,,357n,S_refined.csv,1
Scenes from the Aeneid,E22 Man-Made Object,Handmade,A196,,work-English_table.csv,1
Scenes from the Life of Scipio Africanus,E22 Man-Made Object,Handmade,A455,,work-English_table.csv,1
Scenes of Christian Warfare,E22 Man-Made Object,Handmade,A456,,work-English_table.csv,1
Scenes of Venetian Noble Life,E22 Man-Made Object,Handmade,A457,,work-English_table.csv,1
Scenes of Witchcraft,E22 Man-Made Object,Handmade,Q60473367,,work-English_table.csv,1
Sch?nbrunn Palace,E53 Place,Handmade,Q131330,,gio-English_table.csv,1
"Schedoni, Bartolommeo",E21 Person,Index,,241,S_refined.csv,1
Schlei?heim palace complex,E53 Place,Handmade,Q680166,,gio-English_table.csv,1
Schloss Weimar,E53 Place,Handmade,Q878253,,gio-English_table.csv,1
School of Carlo Cignani,E53 Place,Handmade,G77,,gio-English_table.csv,1
"Schulenburg, Marshal Johann Matthias",E21 Person,Index,,"267, 310, 311, 312, 313, 314, 315, 316, 335, 341, 361, 407; 311; 312; 312, 313; 313; 313, 314; 314; 314, 315; 315",S_refined.csv,14
"Schut, Corneille",E21 Person,Index,,206,S_refined.csv,1
Schönborn family,E74 Group,Index,,"163, 194",S_refined.csv,1
"Schönborn, Friedrich Karl",E21 Person,Index,,"293n, 296",S_refined.csv,1
"Schönborn, Johann Philip Franz",E21 Person,Index,,293n,S_refined.csv,1
"Schönborn, Lothar Franz von",E21 Person,Index,,195,S_refined.csv,1
Scipio Aemilianus,E21 Person,Handmade,Q2307,,name-English_table.csv,1
Scipione Borghese,E21 Person,Handmade + Index,Q452570,"27; 27, 28; 27, 28, 30, 49, 76n, 123, 183, 398; 37",B_refined.csv; name-English_table.csv,5
Scipione Maffei,E21 Person,Handmade + Index,Q1587432,"230, 272, 320",M_refined.csv; name-English_table.csv,2
Scipione Pulzone,E21 Person,Handmade + Index,Q2632216,66,P_refined.csv; name-English_table.csv,2
Scottish National Gallery,E53 Place,Handmade,Q942713,,gio-English_table.csv,1
Scrovegni Chapel,E53 Place,Handmade,Q963954,,gio-English_table.csv,1
Sculptures for the Cathedral,E22 Man-Made Object,Handmade,A458,,work-English_table.csv,1
Scuola Grande dei Carmini,E74 Group,Handmade + Index,Q1641449,"270, 273, 274",S_refined.csv; gio-English_table.csv,2
Scuola Grande di San Rocco,E53 Place,Handmade,Q1270723,,gio-English_table.csv,1
Scuola del Carmine,E53 Place,Handmade,Q3953251,,gio-English_table.csv,1
Scuola di San Rocco,E53 Place,Handmade,Q15052993,,gio-English_table.csv,1
Sebastiano Bombelli,E21 Person,Handmade,Q963486,,name-English_table.csv,1
Sebastiano Conca,E21 Person,Handmade + Index,Q774781,"xvii, xviii, 165, 223",C_refined.csv; name-English_table.csv,2
Sebastiano Galeotti,E21 Person,Handmade + Index,Q3953755,233,G_refined.csv; name-English_table.csv,2
Sebastiano Marcotti,E21 Person,Handmade + Index,R183,205n,M_refined.csv; name-English_table.csv,2
Sebastiano Molino,E21 Person,Handmade,R184,,name-English_table.csv,1
Sebastiano Resta,E21 Person,Handmade,Q23836183,,name-English_table.csv,1
Sebastiano Ricci,E21 Person,Handmade + Index,Q26878812,"165; 165n; 221n; 235; 235, 236; 235, 236, 237, 240, 390; 235n; 236; 252, 296, 297, 302; 271; 279, 280, 281; 280; 280, 294; 280n; 280n, 342n; 284; 289n, 290; 293; 302, 303; 342n; 345; 393; 9n, 165, 199, 214, 226, 228, 251, 269n, 270, 271, 273, 276n, 279, 284, 286, 293, 295, 296, 297, 304, 311, 313, 315, 337, 341, 342, 374, 376, 377, 394, 405, 407",Q-R_refined.csv; name-English_table.csv,34
Sebastiano Serlio,E21 Person,Handmade + Index,Q452318,103,S_refined.csv; name-English_table.csv,2
Secondo Lancellotti,E21 Person,Handmade,Q15733678,,name-English_table.csv,1
"Self-Portrait as ""Winter""",E22 Man-Made Object,Handmade,Q18689216,,work-English_table.csv,1
Self-Portrait as David,E22 Man-Made Object,Handmade,A197,,work-English_table.csv,1
Seminario Patriarcale,E53 Place,Handmade,G38,,gio-English_table.csv,1
Semiramis Called to Arms,E22 Man-Made Object,Handmade,Q97838760,,work-English_table.csv,1
Seneca,E21 Person,Index,,"101, 143",S_refined.csv,1
Senigallia,E53 Place,Handmade,Q124925,,gio-English_table.csv,1
Serapis,E21 Person,Handmade,Q214554,,name-English_table.csv; work-English_table.csv,2
Serge Ernst,E21 Person,Handmade,Q2111938,,name-English_table.csv,1
Sergio Ortolani,E21 Person,Handmade,Q59525924,,name-English_table.csv,1
Sergio Samek Ludovici,E21 Person,Handmade,Q94912134,,name-English_table.csv,1
Series of Egyptian Figures,E22 Man-Made Object,Handmade,A460,,work-English_table.csv,1
Series of Etruscan Phallic Symbols,E22 Man-Made Object,Handmade,A461,,work-English_table.csv,1
"Serra, Mgr Giacomo",E21 Person,Index,,"70; 70, 71",S_refined.csv,2
Service de Documentation Photographique des Musees Nationaux,E53 Place,Handmade,G78,,gio-English_table.csv,1
"Servient, Abbé de",E21 Person,Index,,162n,S_refined.csv,1
Servizio particolare,E28 Conceptual Object,Index,,"6, 7, 8",S_refined.csv,1
Seven Sacraments,E22 Man-Made Object,Handmade,Q7457394,,work-English_table.csv,1
Seymour Slive,E21 Person,Handmade,Q15430972,,name-English_table.csv,1
"Sezione Notarile, Venice",E53 Place,Handmade,G21,,gio-English_table.csv,1
"Sfondrato, Cardinal",E21 Person,Index,,123,S_refined.csv,1
Sforza Pallavicino,E21 Person,Handmade + Index,Q1618919,397,P_refined.csv; name-English_table.csv,2
"Shaftesbury, 1st Earl of",E21 Person,Index,,196,S_refined.csv,1
"Shaftesbury, 3rd Earl of",E21 Person,Index,,"142, 157, 196, 198, 199; 142n; 198; 198, 199; 199",S_refined.csv,6
Shakespeare,E21 Person,Index,,319,S_refined.csv,1
Sheila Rinehart,E21 Person,Handmade,R185,,name-English_table.csv,1
"Sidney Godolphin, 1st Earl of Godolphin",E21 Person,Handmade,Q947776,,name-English_table.csv,1
Sigismund Streit,E21 Person,Handmade + Index,Q90687,"315; 315, 316; 316",S_refined.csv; name-English_table.csv,9
"Silva, Don Carlo",E21 Person,Index,,"237n, 238",S_refined.csv,1
Silvestro Manaigo,E21 Person,Handmade + Index,Q37607085,266,M_refined.csv; name-English_table.csv,2
Silvia Carandini,E21 Person,Handmade,Q113801624,,name-English_table.csv,1
Silvia Meloni Trkulja,E21 Person,Handmade,R186,,name-English_table.csv,1
Silvio Ubaldi,E21 Person,Handmade,R187,,name-English_table.csv,1
Simon Vouet,E21 Person,Handmade + Index,Q317920,"45, 46, 97, 102, 114, 175, 206, 235n; 97",UVWXYZ_refined.csv; name-English_table.csv,3
Simone Buonaccorsi,E21 Person,Handmade + Index,Q3484548,223,B_refined.csv; name-English_table.csv,2
Sir George Edward Leon,E21 Person,Handmade,Q75507406,,name-English_table.csv,1
Sir George Wheler,E21 Person,Handmade,Q7526946,,name-English_table.csv,1
"Sir Robert Bernard, 1st Baronet",E21 Person,Handmade,Q7528720,,name-English_table.csv,1
"Sir Thomas Baines, F.R.S., F.R.C.P. 1622-1681",E22 Man-Made Object,Handmade,Q50819037,,work-English_table.csv,1
"Sir Thomas Isham (1656–1681), 3rd Bt Isham",E22 Man-Made Object,Handmade,Q119782763,,work-English_table.csv,1
Sirolo,E53 Place,Handmade,Q124999,,gio-English_table.csv,1
Sisera,E21 Person,Handmade,Q976765,,name-English_table.csv,1
Sistine Chapel,E53 Place,Handmade,Q2943,,gio-English_table.csv,1
Sixtus V,E21 Person,Handmade + Index,Q133350,,S_refined.csv; name-English_table.csv,2
"Skala, Giovanni Dubravio",E21 Person,Index,,367,S_refined.csv,1
"Skippe, John",E21 Person,Index,,375n,S_refined.csv,1
"Skippon, Philip",E21 Person,Index,,104n,S_refined.csv,1
Social position of the artist,E28 Conceptual Object,Index,,"15, 16, 17, 18, 19, 20, 21, 22, 23",S_refined.csv,1
Society of Antiquaries of London,E53 Place,Handmade,Q5417893,,gio-English_table.csv,1
Society of Arcadia,E53 Place,Handmade,G6,,gio-English_table.csv,1
Society of Jesus,E53 Place,Handmade,Q36380,,gio-English_table.csv,1
Socrates,E22 Man-Made Object,Handmade,A409,,work-English_table.csv,1
Soderini family,E74 Group,Index,,"254, 255",S_refined.csv,1
"Soldani, Massimiliano",E21 Person,Index,,283n,S_refined.csv,1
"Sole, Giovan Gioseffo dal",E21 Person,Index,,"200n, 201, 214n, 223, 225, 227, 237n, 282; 225; 282n",S_refined.csv,4
Solomon,E21 Person,Handmade,Q37085,,name-English_table.csv; work-English_table.csv,2
Solomon adoring the Idols,E22 Man-Made Object,Handmade,A198,,work-English_table.csv,1
Solomon and Bathsheba,E22 Man-Made Object,Handmade,A199,,work-English_table.csv,1
Solomon in the Temple,E22 Man-Made Object,Handmade,Q19897770,,work-English_table.csv,1
Solomon's Temple,E53 Place,Handmade,Q223644,,gio-English_table.csv,1
Somerset House,E53 Place,Handmade,Q1344889,,gio-English_table.csv,1
Sophia Dorothea,E21 Person,Handmade,R188,,name-English_table.csv,1
Sophie Friederike Auguste von Anhalt-Zerbst,E21 Person,Handmade,Q36450,,name-English_table.csv,1
Sophronia and Olindo,E22 Man-Made Object,Handmade,A317,,work-English_table.csv,1
Soprintendenza alle Gallerie,E53 Place,Handmade,G160,,gio-English_table.csv,1
Sotheby's,E53 Place,Handmade,Q654762,,gio-English_table.csv,1
South Shetland Islands,E53 Place,Handmade,Q140948,,gio-English_table.csv,1
"Spada, Cardinal Bernardino",E21 Person,Index,,"75n, 139",S_refined.csv,1
"Spadaro, Micco",E21 Person,Index,,"139; 139n, 204n; 207n",S_refined.csv,4
"Spanish Succession, War of",E5 Event,Index,,200,S_refined.csv,1
Spanish patronage,E28 Conceptual Object,Index,,"136, 170, 171, 172, 173, 189, 190, 191, 192, 400, 402; 297",S_refined.csv,3
"Spectator, The",E21 Person,Index,,323,S_refined.csv,1
St Andrew Avellino,E21 Person,Handmade,Q495892,,name-English_table.csv,1
St Augustine's Abbey,E53 Place,Handmade,Q334303,,gio-English_table.csv,1
St Benedict,E53 Place,Handmade,G106,,gio-English_table.csv,1
St Francis in Assisi,E53 Place,Handmade,G177,,gio-English_table.csv,1
St Giustina,E21 Person,Handmade,Q288295,,name-English_table.csv,1
St Lawrence,E53 Place,Handmade,G110,,gio-English_table.csv,1
"St Petersburg, Venetian artists in",E21 Person,Index,,"297, 298",S_refined.csv,1
St Stanislas Kostka,E22 Man-Made Object,Handmade,A354,,work-English_table.csv,1
St Stanislas Kostka on his deathbed,E22 Man-Made Object,Handmade,A200,,work-English_table.csv,1
St Teresa wounded by Christ,E22 Man-Made Object,Handmade,A201,,work-English_table.csv,1
St. Agnes,E21 Person,Handmade,Q210096,,name-English_table.csv,1
St. Alexis,E21 Person,Handmade,Q137947,,name-English_table.csv,1
St. Andrew's Temple Church,E53 Place,Handmade,G104,,gio-English_table.csv,1
St. Dominic Church,E53 Place,Handmade,G176,,gio-English_table.csv,1
St. Dominic instituting the Rosary,E22 Man-Made Object,Handmade,A202,,work-English_table.csv,1
St. Domitilla,E22 Man-Made Object,Handmade,A359,,work-English_table.csv,1
St. Eustace hunting,E22 Man-Made Object,Handmade,A203,,work-English_table.csv,1
St. Helen finding the True Cross,E22 Man-Made Object,Handmade,A400,,work-English_table.csv,1
St. John and St. Charles Borromeo,E22 Man-Made Object,Handmade,A204,,work-English_table.csv,1
St. John the Baptist,E22 Man-Made Object,Handmade,A361,,work-English_table.csv,1
St. Luigi Gonzaga,E22 Man-Made Object,Handmade,A205,,work-English_table.csv,1
St. Mark,E22 Man-Made Object,Handmade,A378,,work-English_table.csv,1
St. Mark's Basilica,E53 Place,Handmade,Q172988,,gio-English_table.csv,1
St. Paul's Cathedral,E53 Place,Handmade,Q173882,,gio-English_table.csv,1
St. Peter receiving the Keys,E22 Man-Made Object,Handmade,A357,,work-English_table.csv,1
St. Peter's Basilica,E53 Place,Handmade,Q12512,,gio-English_table.csv; work-English_table.csv,2
St. Peter's Square,E53 Place,Handmade,Q23940745,,gio-English_table.csv,1
St. Philip Neri and the Virgin,E22 Man-Made Object,Handmade,A335,,work-English_table.csv,1
St. Romualdo,E22 Man-Made Object,Handmade,A327,,work-English_table.csv,1
St. Simon Stock,E21 Person,Handmade,Q721003,,name-English_table.csv,1
St. William of Aquitaine,E22 Man-Made Object,Handmade,A316,,work-English_table.csv,2
St.Lawrenc,E53 Place,Handmade,G107,,gio-English_table.csv,1
Staatliche Kunstsammlungen Dresden,E53 Place,Handmade,Q653002,,gio-English_table.csv,1
"Stael, Cornelius de",E21 Person,Index,,122,S_refined.csv,1
Stamperia Albrizziana,E53 Place,Handmade,G47,,gio-English_table.csv,1
Standard Bearer,E22 Man-Made Object,Handmade,A206,,work-English_table.csv,1
Stanis?aw August Poniatowski,E21 Person,Handmade,Q54019,,name-English_table.csv,1
Stanislao Fraschetti,E21 Person,Handmade,Q19754117,,name-English_table.csv,1
"Stanislas Poniatowski, King of Poland",E21 Person,Index,,"298, 366",S_refined.csv,1
Stanislaus Kostka,E21 Person,Handmade,Q203437,,name-English_table.csv,1
State Papers,E53 Place,Handmade,G80,,gio-English_table.csv,1
State Squidition,E53 Place,Handmade,G79,,gio-English_table.csv,1
Statue of Antenor,E22 Man-Made Object,Handmade,A207,,work-English_table.csv,1
Statue of Field Marshal Schulenburg,E22 Man-Made Object,Handmade,A208,,work-English_table.csv,2
Statue of Hercules restored as killing the Hydra of Lerna,E22 Man-Made Object,Handmade,Q126267268,,work-English_table.csv,1
Statue of Pope Urban VIII,E22 Man-Made Object,Handmade,Q15378957,,work-English_table.csv,1
"Statue of Schulenburg, Kerkyra",E22 Man-Made Object,Handmade,Q115105709,,work-English_table.csv,1
Statues for the Lateran Basilica,E22 Man-Made Object,Handmade,A463,,work-English_table.csv,1
"Stazio, Andrea",E21 Person,Index,,269n,S_refined.csv,1
Stefano Conti,E21 Person,Handmade + Index,Q4026944,"226, 227, 228, 265n, 405; 389",C_refined.csv; name-English_table.csv,3
Stefano Landi,E21 Person,Handmade + Index,Q381943,58,L_refined.csv; name-English_table.csv,2
Stefano Lorenzini,E21 Person,Handmade,Q2356563,,name-English_table.csv,1
Stefano Sadani,E21 Person,Handmade,R189,,name-English_table.csv,1
Stefano della Bella,E21 Person,Handmade + Index,Q921242,"176, 183",B_refined.csv; name-English_table.csv,2
Stella Rudolph,E21 Person,Handmade,R190,,name-English_table.csv,1
Stendhal,E21 Person,Index,,138,S_refined.csv,1
Stockholm Palace,E53 Place,Handmade,Q750444,,gio-English_table.csv,1
Stoicism in 17th century,E28 Conceptual Object,Index,,"142, 143, 144",S_refined.csv,1
"Storer, Cristoforo",E21 Person,Index,,216,S_refined.csv,2
Strada Nuova,E53 Place,Handmade,Q18443331,,gio-English_table.csv,1
Stralsund,E53 Place,Handmade,Q4065,,gio-English_table.csv,1
Strength protecting Wisdom,E22 Man-Made Object,Handmade,A209,,work-English_table.csv,1
Strozzi,E53 Place,Handmade,G127,,gio-English_table.csv,1
Studiolo of Isabella d'Este,E53 Place,Handmade,Q1751463,,gio-English_table.csv,1
"Styles, Benjamin",E21 Person,Index,,"286, 287",S_refined.csv,1
Sulla maniera di Zorzone,E22 Man-Made Object,Handmade,A210,,work-English_table.csv,1
Superstition in Rome,E53 Place,Index,,"22, 40",S_refined.csv,1
Susanna,E21 Person,Handmade,Q756861,,name-English_table.csv; work-English_table.csv,2
Susanna and the Elders,E22 Man-Made Object,Handmade,Q117456254,,work-English_table.csv,3
Svetlana Alpers,E21 Person,Handmade,Q449499,,name-English_table.csv,1
"Swanevelt, Hermann",E21 Person,Index,,135,S_refined.csv,1
"Sweerts, Michael",E21 Person,Index,,133,S_refined.csv,1
Syrinx,E21 Person,Handmade,Q846129,,name-English_table.csv,1
Sándor Baumgarten,E21 Person,Handmade,Q791500,,name-English_table.csv,1
Ségala,E53 Place,Handmade,Q3510536,,gio-English_table.csv,1
Taddeo Barberini,E21 Person,Handmade,Q3817341,,name-English_table.csv,1
Tahiti,E53 Place,Handmade,Q42000,,gio-English_table.csv,1
Tancred Borenius,E21 Person,Handmade,Q4350667,,name-English_table.csv,1
"Tankerville, Lord",E21 Person,Index,,286,T_refined.csv,1
Tarantella Dancers,E22 Man-Made Object,Handmade,A464,,work-English_table.csv,1
Tarquin and Lucretia and a Joseph,E22 Man-Made Object,Handmade,A212,,work-English_table.csv,1
"Tarso, Archbishop of",E22 Man-Made Object,Index,,113,T_refined.csv,1
"Tassis, Count",E21 Person,Index,,273,T_refined.csv,1
Tavole Barberini,E22 Man-Made Object,Handmade,A329,,work-English_table.csv,1
Teatro Farnese,E53 Place,Handmade,Q1507811,,gio-English_table.csv,1
Teatro Malibran,E53 Place,Handmade,Q3982047,,gio-English_table.csv,1
Temperance,E22 Man-Made Object,Handmade,A404,,work-English_table.csv,1
Tempest with Pyramus and Thisbe,E22 Man-Made Object,Handmade,A408,,work-English_table.csv,1
Tempio Malatestiano,E53 Place,Handmade,Q1268593,,gio-English_table.csv,1
Temple Newsam,E53 Place,Handmade,Q2748017,,gio-English_table.csv,1
Temple in Jerusalem,E53 Place,Handmade,Q3906600,,gio-English_table.csv,1
Temple of Concord,E53 Place,Handmade,Q828143,,gio-English_table.csv,1
Temple of Justice,E53 Place,Handmade,G98,,gio-English_table.csv,1
Temple of Kronos,E53 Place,Handmade,G122,,gio-English_table.csv,1
Temple of Pallas,E53 Place,Handmade,Q98152441,,gio-English_table.csv,2
"Tencala, Cristoforo",E21 Person,Index,,219,T_refined.csv,1
"Teniers, David",E21 Person,Index,,358,T_refined.csv,1
"Teodoli, Marchese",E22 Man-Made Object,Index,,143,T_refined.csv,1
Teodora dal Pozzo,E21 Person,Handmade,R191,,name-English_table.csv,1
Teodoro Correr,E21 Person,Handmade + Index,Q2403974,"381, 382, 383; 382; 382, 383",C_refined.csv; name-English_table.csv; work-English_table.csv,6
Teodoro Viero,E21 Person,Handmade + Index,Q6141801,"340, 345, 368",UVWXYZ_refined.csv; name-English_table.csv,2
Teofilo Gallaccini,E21 Person,Handmade,Q51527555,,name-English_table.csv,1
Teresa,E21 Person,Handmade,Q174880,,name-English_table.csv,1
Teresa Maria Marcellino,E21 Person,Handmade,R192,,name-English_table.csv,1
Terisio Pignatt,E21 Person,Handmade,Q2404709,,name-English_table.csv,1
Terni,E53 Place,Handmade,Q8621,,gio-English_table.csv,1
"Tesi, Mauro",E21 Person,Index,,"358, 359, 360, 409",T_refined.csv,1
"Tessin, Count Carl Gustav",E21 Person,Index,,"292, 293, 304; 293, 342; 341, 342",T_refined.csv,3
"Tessin, Nicodemus, the Younger",E21 Person,Index,,"56n, 406",T_refined.csv,1
The Abduction of Helen,E22 Man-Made Object,Handmade,Q118876935,,work-English_table.csv,1
The Adoration of the Lamb,E22 Man-Made Object,Handmade,A372,,work-English_table.csv,1
The Adoration of the Magi,E22 Man-Made Object,Handmade,Q28027599,,work-English_table.csv,1
The Andrians,E22 Man-Made Object,Handmade,Q18600136,,work-English_table.csv,1
The Apotheosis of Christ's Blood and the Holy Cross (bozzetto),E22 Man-Made Object,Handmade,Q50948769,,work-English_table.csv,1
The Arcadian Shepherds (after Nicolas Poussin),E22 Man-Made Object,Handmade,Q119207792,,work-English_table.csv,1
The Arrival at the Palace,E22 Man-Made Object,Handmade,A214,,work-English_table.csv,1
The Arrival of the Earl of Manchester in Venice,E22 Man-Made Object,Handmade,Q98145601,,work-English_table.csv,1
The Ascension,E22 Man-Made Object,Handmade,A216,,work-English_table.csv,1
The Ascension of Christ,E22 Man-Made Object,Handmade,Q119950356,,work-English_table.csv,2
The Assassination of St Peter the Martyr (after Titian),E22 Man-Made Object,Handmade,Q119906345,,work-English_table.csv,1
The Assumption of the Blessed Luigi Gonzaga,E22 Man-Made Object,Handmade,A218,,work-English_table.csv,1
The Assumption of the Virgin,E22 Man-Made Object,Handmade,Q50949392,,work-English_table.csv,3
The Bacchanal of the Andrians,E22 Man-Made Object,Handmade,Q3632485,,work-English_table.csv,1
The Banquet of Antony and Cleopatra,E22 Man-Made Object,Handmade,Q77007619,,work-English_table.csv,2
The Banquet of Cleopatra,E22 Man-Made Object,Handmade,Q26699491,,work-English_table.csv,3
The Baptism,E22 Man-Made Object,Handmade,A465,,work-English_table.csv,1
The Baptism of Christ,E22 Man-Made Object,Handmade,Q19911646,,work-English_table.csv,1
The Bath of Diana,E22 Man-Made Object,Handmade,A221,,work-English_table.csv,1
The Bathers,E22 Man-Made Object,Handmade,A222,,work-English_table.csv,1
The Bean Eater,E22 Man-Made Object,Handmade,Q1232131,,work-English_table.csv,1
The Beheading of St John the Baptist,E22 Man-Made Object,Handmade,Q18574628,,work-English_table.csv,1
The Beheading of St Paul,E22 Man-Made Object,Handmade,A223,,work-English_table.csv,1
The Birth of Saint John the Baptist,E22 Man-Made Object,Handmade,Q27700204,,work-English_table.csv,1
The Capture of Jerusalem by Titus,E22 Man-Made Object,Handmade,Q124039533,,work-English_table.csv,1
The Capture of Syracuse with the Death of Archimedes,E22 Man-Made Object,Handmade,A224,,work-English_table.csv,1
The Children of Charles I,E22 Man-Made Object,Handmade,Q119496876,,work-English_table.csv,1
The Choice of Hercules,E22 Man-Made Object,Handmade,Q118993578,,work-English_table.csv,1
The Circumcision,E22 Man-Made Object,Handmade,A225,,work-English_table.csv,1
The Confession,E22 Man-Made Object,Handmade,A226,,work-English_table.csv,1
The Conspiracy of Catiline,E22 Man-Made Object,Handmade,A227,,work-English_table.csv,1
The Continence of Scipio,E22 Man-Made Object,Handmade,Q64800013,,work-English_table.csv,2
The Conversion of Saint Paul,E22 Man-Made Object,Handmade,Q1448203,,work-English_table.csv,1
The Crossing of the Red Sea,E22 Man-Made Object,Handmade,A228,,work-English_table.csv,1
The Death of Cleopatra,E22 Man-Made Object,Handmade,Q12899375,,work-English_table.csv,1
The Death of Germanicus,E22 Man-Made Object,Handmade,Q20890835,,work-English_table.csv,1
The Death of Lucretia,E22 Man-Made Object,Handmade,Q20529027,,work-English_table.csv,1
The Death of Regulus,E22 Man-Made Object,Handmade,A229,,work-English_table.csv,1
The Death of St Francis Xavier,E22 Man-Made Object,Handmade,A230,,work-English_table.csv,1
The Deposition,E22 Man-Made Object,Handmade,Q2500226,,work-English_table.csv,1
The Deposition from the Cross,E22 Man-Made Object,Handmade,A231,,work-English_table.csv,1
The Deposition from the Cross/Deposition,E22 Man-Made Object,Handmade,A232,,work-English_table.csv,1
The Descent from the Cross,E22 Man-Made Object,Handmade,A233,,work-English_table.csv,1
The Ecstasy of St Margaret,E22 Man-Made Object,Handmade,A234,,work-English_table.csv,1
The Emperor Augustus Closes the Doors of the Temple of Janus,E22 Man-Made Object,Handmade,Q72671544,,work-English_table.csv,1
The Entombment of Christ,E22 Man-Made Object,Handmade,Q1213151,,work-English_table.csv,1
The Exodus,E22 Man-Made Object,Handmade,A235,,work-English_table.csv,1
The Fair at Poggio a Caiano,E22 Man-Made Object,Handmade,Q116912713,,work-English_table.csv,1
The Fall of Manna,E22 Man-Made Object,Handmade,A236,,work-English_table.csv,1
The Fall of Phaethon,E22 Man-Made Object,Handmade,A237,,work-English_table.csv,1
The Fall of the Giants,E22 Man-Made Object,Handmade,A238,,work-English_table.csv,1
The Feast of Herod,E22 Man-Made Object,Handmade,Q27955591,,work-English_table.csv,1
The Finding of Moses,E22 Man-Made Object,Handmade,A239,,work-English_table.csv,1
The Flagellation,E22 Man-Made Object,Handmade,A240,,work-English_table.csv,1
The Flight into Egypt,E22 Man-Made Object,Handmade,Q64538230,,work-English_table.csv,2
The Four Continents paying homage to Karl Philip von Greiffenklau,E22 Man-Made Object,Handmade,A242,,work-English_table.csv,1
The Four Elements,E22 Man-Made Object,Handmade,A243,,work-English_table.csv,1
The Four Seasons,E22 Man-Made Object,Handmade,A467,,work-English_table.csv,1
The Glorification of the Trinity with the Adoration of the instruments of Passion,E22 Man-Made Object,Handmade,A6,,work-English_table.csv,1
