QID,序号,数据来源,部分,原始页码,章节,校对词频,原文英文全名,统一英文全名,别称英文,Unnamed: 0,P19|标签|出生地英文,校对出生地英文,P31|标签|人物属性,P569|标签|出生日期,P570|标签|死亡日期,P20|标签|死亡地英文,P106|标签|职业英文,P27|标签|国籍英文,P101|标签|工作领域英文,P937|标签|工作地点英文,P97|标签|贵族头衔英文,P21|标签|性别英文,P611|标签|所属宗教(合并)#P1416|标签|所属机构#P463|标签|属于...机构成员英文,P119|标签|埋葬地点英文,P140|标签|宗教或世界观英文,P69|标签|受教育于英文,P53|标签|家族英文,P1830|标签|拥有财产英文,P166|标签|获奖英文,P800|标签|著名作品英文,P135|标签|风格英文,P136|标签|创作类型英文,P18|标签|图像,P22|标签|父亲英文,P25|标签|母亲英文,P3373|标签|兄弟姐妹英文,P26|标签|配偶英文,P40|标签|孩子英文,P1038|标签|亲属英文,P451|标签|未婚伴侣英文,P737|标签|受…影响英文,P108|标签|雇主英文,P1066|标签|老师#P184|标签|博士导师英文,P802|标签|学生#P185|标签|博士学生英文,P3342|标签|重要人物英文,P1049|标签|崇拜者英文,P1365|标签|继任者英文,P1366|标签|接任者英文,P859|标签|赞助人英文
Q47163,1567,wikidata,第三部分,322,第十二章,2,Marcus Vitruvius Pollio,Marcus Vitruvius Pollio,Vitruvius Pollio|Pollio Vitruvius|Marcus Vitruvius Pollio,1257,Formia,Formia,human,-80,-15,,architect|writer,Ancient Rome,,Italy,,male,,,,,,,,De architectura,,,,,,,,,,,,,,,,,,,
Q3290527,1570,wikidata,第二部分,178195196,第七章,3,Margaret Whinney,Margaret Whinney,Margaret Dickens Whinney,1258,Hammersmith,Hammersmith,human,1897,1975,,art historian,United Kingdom,art history,,,female,,,,,,,Fellow of the British Academy|Fellow of the Society of Antiquaries,,,,,,,,,,,,,Courtauld Institute of Art,,,,,,,
Q268349,1571,wikidata,第二部分,229,第八章,1,Marguerite d'Orleans,Marguerite Louise d'Orléans,"of Orleans, consort of Cosimo III, de' Medici, Grand-Duke of Tuscany Margaret Louise|Princess of Orleans, consort of Cosimo III, Grand-Duke of Tuscany Margherita Luisa|Grande-Duchesse de Toscane Marguerite-Louise d'Orléans|consorte di Cosimo III, granduca di Toscana Margherita Luisa d'Orleans|d'Orléans, consort of Cosimo III, Grand-Duke of Tuscany Marguerite Louise|Grand Duchess, consort of Cosimo III Margherita Luisa",1259,Château de Blois,Blois,human,1645,1721,Paris,aristocrat,Kingdom of France,,,duke|duchess|princess,female,,Picpus Cemetery,Catholicism,,House of Bourbon,,,,,,,"Gaston, Duke of Orléans",Marguerite of Lorraine,"Jean Gaston, Duke of Valois|Anne Marie Louise d'Orléans|Marie Anne d'Orléans|Élisabeth Marguerite d'Orléans|Françoise Madeleine d'Orléans","Cosimo III de' Medici, Grand Duke of Tuscany","Ferdinando de' Medici, Grand Prince of Tuscany|Anna Maria Luisa de' Medici|Gian Gastone de' Medici",,,,,,,,,,,
Q125210034,1575,wikidata,第三部分,404,第十七章,2,Maria Letizia Strocchi,Maria Letizia Strocchi,,1260,,,human,,,,author|art historian,Italy,,Florence,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q229854,1576,wikidata,第二部分,241,第八章,1,Maria Luisa,Maria Luisa,María Josefa de Borbón|María Luisa de Parma|Luisa Maria Teresa Anna de Parma|Doña María Luisa de Parma|S. M. Doña María Luisa de Parma Reina de España|Doña María Luisa de Parma Reina de España|S. M. Doña María Luisa de Parma|Reina de España Maria Luisa|María Luisa Teresa de Parma Reina de España|María Luisa de Parma Reina de España|Luisa María Teresa Ana,1261,Parma,Parma,human,1751,1819,Rome,politician|aristocrat,Spain,,,Princess of Parma|infanta|Princess of Asturias,female,,Royal Crypt of the Royal Monastery of San Lorenzo de El Escorial,Catholicism,,House of Bourbon-Parma,,,,,,,"Filippo I, Duke of Parma",Louise Élisabeth of France,"Princess Isabella of Parma|Ferdinando I, Duke of Parma",Charles IV of Spain,"Carlota Joaquina of Spain|Maria Luisa I, Duchess of Lucca|Ferdinand VII of Spain|Carlos de Borbón y Borbón-Parma|Maria Isabella of Spain|Infante Francisco de Paula of Spain|Infanta María Amalia of Spain|Maria Teresa of Spain|Carlos de Borbón|Carlos Francesco de Borbón|Carlos Domingo de Borbón|Maria Luisa de Borbón|Felipe de Borbón|Felipe Francesco de Borbón",,,,,,,,,,,
Q242532,1577,wikidata,第一部分,155351,第六章,2,Maria Mancini,Maria Mancini,Maria Mancini,1262,Rome,Rome,human,1639,1715,Pisa,diarist,France,memoir literature,,,female,,,,,Mancini family,,,,,,,Michele Lorenzo Mancini,Girolama Mazzarini,Olympia Mancini|Hortense Mancini|Laura Mancini|Marie Anne Mancini|Paul Mancini|Philippe Jules Mancini|Alphonse Mancini,Lorenzo Onofrio Colonna,Filippo II Colonna,,Louis XIV of France,,,,,,,,,
Q108935752,1579,wikidata,第二部分,209,第八章,1,Maria Ruffo,Antonia Spadafora,,1263,,,human,,1619,,,,,,,female,,,,,,,,,,,,"Federico Spadafora, Signore di Venetico, Barone di Biscotto",Giulia Alliata,,,"Don Francesco Ruffo, 2.Duca di Bagnara|Antonio Ruffo",,,,,,,,,,,
Q18916912,1580,wikidata,第三部分,409,第十七章,1,Maria Santifaller,Maria Sellschopp,Maria Ditha Santifaller,1264,Kastelruth,Kastelruth,human,1904,1978,Dortmund,writer|art historian,Austria,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q116795898,1581,wikidata,第三部分,406,第十七章,1,Maria Sergeevna Konopleva,Maria Sergeevna Konopleva,,1265,Saint Petersburg,Saint Petersburg,human,1871,1946,,writer|art historian|museum professional,Russian Empire,,,,female,,,,,,,,,,,,,,,,,,,,Hermitage Museum|Russian Museum,,,,,,,
Q111771530,1582,wikidata,第三部分,265400335,第九章,3,Bonadonna Russo|Teresa Bonadonna Russo,Maria Teresa Bonadonna Russo,,1266,,,human,,,,archaeologist|church historian,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q106410682,1583,wikidata,第一部分,29,第二章,1,Maria Vittoria Brugnoli,Maria Vittoria Brugnoli,,1267,Rome,Rome,human,1915,2013,Rome,art historian|university teacher,Kingdom of Italy,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q446919,1584,wikidata,第三部分,366,第十五章,1,Dulce of Gloucester,Maria Walpole,"Maria Walpole|Maria, Countess Waldegrave",1268,Windsor,Windsor,human,1736,1807,London,aristocrat,United Kingdom of Great Britain and Ireland,,Windsor,countess|duchess|British princess,female,,"St George's Chapel, Windsor",,,House of Hanover,,,,,,"Maria Walpole, Duchess of Gloucester, by Thomas Gainsborough.jpg",Edward Walpole,Dorothy Clement,Charlotte Walpole|Laura Walpole|Edward Walpole,"James Waldegrave, 2nd Earl Waldegrave|Prince William Henry, Duke of Gloucester and Edinburgh","Elizabeth Waldegrave, Countess Waldegrave|Charlotte FitzRoy, Duchess of Grafton|Anne Horatia Waldegrave|Princess Sophia of Gloucester|Princess Caroline of Gloucester|Prince William Frederick, Duke of Gloucester and Edinburgh",,,,,,,,,,,
Q19997562,1585,wikidata,第一部分,"VI,410",第一章,2,Marianne Roland Michel,Marianne Roland Michel,Marianne de Cayeux|Marianne Roland-Michel|Marianne Michel,1269,Neuilly-sur-Seine,Paris,human,1936,2004,Paris,art dealer|art historian,France,,,,female,,,,,,,,,,,,Jean de Cayeux,Daria Olivier,,,,Paul Cailleux,,,,,,,,,,
Q2755302,1586,wikidata,第一部分,67,第三章,1,Mariano Armellini,Mariano Armellini,,1270,Rome,Rome,human,1852,1896,Rome,anthropologist|archaeologist|historian,Kingdom of Italy,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q182021,1587,wikidata,第一部分,53173175184,第二章,3,Marie de' Medici,Marie de' Medici,"Maria de' Medici|María de Médici|Marie de Médicis|consort of Henry IV, King of France Marie de Médicis|Queen, consort of Henry IV, King of France Maria de' Medici|Maria de', Queen, consort of Henry IV, King of France Medici|regina consorte di Henri IV, re di Francia Maria de' Medici|Queen consort of Henry IV Marie de Médicis|Queen of France Maria de'Medici|Queen, consort of Henry IV, King of France Marie de Médicis|Maria, Queen, consort of Henry IV, King of France De' Medici|Marie, Queen, consort of Henry IV, King of France De Médicis|reine de France Marie de Médicis|Königin Maria Frankreich|de Médicis, koningin van Frankrijk Maria|Marie de, Queen, consort of Henry IV, King of France Médicis|Maria de'Medici|Maria de Medici|Marie de Medicis|Queen consort of Henry IV Marie de Medicis|reine de France Marie de Medicis|Marie de'Medici",1271,Florence,Florence,human,1575,1642,Cologne,salonnière|art collector|politician,France,,France|The Hague|Amsterdam,Queen Consort of France,female,,Basilica of Saint-Denis,Catholic Church,,House of Medici,The Rape of Helen,,,,,,Francesco I de' Medici,"Joanna of Austria, Grand Duchess of Tuscany",Philip de' Medici|Eleanor de' Medici|Anna de' Medici,Henry IV of France,"Louis XIII of France|Elisabeth of France|Christine of France|Gaston, Duke of Orléans|Henrietta Maria of France|Nicolas Henri, Duke of Orléans",,,,,,,,,,,
Q269865,1588,wikidata,第三部分,结论,第十七章,1,Marie Thérèse Geoffrin,Marie Thérèse Rodet Geoffrin,Marie-Thérèse Rodet|Marie-Thérèse Geoffrin|Madame Geoffrin|Marie Therese Rodet Geoffrin|Marie-Therese Rodet|Marie-Therese Geoffrin|Madame Geoffreyn|Marie Thérèse Geoffrin,1272,Paris,Paris,human,1699,1777,Paris,salonnière|writer,France,,Paris,,female,,Saint-Roch,,,,The Vegetable Market in Amsterdam,,,,,,,,,,Marie-Thérèse de La Ferté-Imbault,,,,,,,,,,,
Q502,1589,wikidata,第一部分,138,第五章,1,Marie-Henri Beyle,Marie-Henri Beyle,Henri Beyle|Marie Henri Beyle,1273,Grenoble,Grenoble,human,1783,1842,Paris,writer|autobiographer|diarist|biographer|novelist|diplomat|art historian,France,,,,male,,Montmartre Cemetery,atheism,,,,Knight of the Legion of Honour,"The Red and the Black|The Charterhouse of Parma|On Love|Memoirs of an Egotist|Mémoires d'un touriste|Vanina Vanini|Lucien Leuwen|Armance|The Life of Henry Brulard|Rome, Naples and Florence|Racine and Shakespeare|Italian Chronicles|Q17358554",literary realism,psychological novel,,Chérubin Beyle,Henriette Gagnon,Pauline Beyle,,,,,,,,,,,,,
Q19997564,1590,wikidata,第一部分,56396,第二章,2,Marilyn Aronberg Lavin,Marilyn Aronberg Lavin,,1274,,,human,1925,,,art historian,United States of America,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3848172,1591,wikidata,第三部分,"'253,254,262,332,340,348",第九章,6,Marino Berengo,Marino Berengo,,1275,Venice,Venice,human,1928,2000,Venice,historian,Italy,,,,male,"Lincean Academy|Istituto Veneto di Scienze, Lettere ed Arti",Cimitero Ebraico,,University of Florence,,,,,,,,,,,,,,,,University of Milan|Archivio di Stato di Venezia|Ca' Foscari University of Venice,Federico Chabod|Delio Cantimori,,,,,,
Q61473962,1592,wikidata,第三部分,248264297,第九章,4,Mario Brunetti,Mario Brunetti,,1276,,,human,1885,1956,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q153619,1595,wikidata,第一部分,9,第一章,1,Mario Minniti,Mario Minniti,Mario Minuti|Mario Minnitti|Mario Menniti|Mennitti,1277,Syracuse,Syracuse,human,1577,1640,Syracuse,painter,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1227379,1596,wikidata,第一部分,"8,20,143",第一章,3,Mario Nuzzi,Mario Nuzzi,Mario de' Fiori|Mario dei Fiori|Mario da Fiori|Maria del Fiori|Mario Nozzi|Mario della Penna|Mario de flor|Mabia da Fiori|Mario Fiori|Michel' Angelo delle Fiori|Mario De' Fiori Nuzzi|Mario di Fiore|Mario di Fiori|Marie de Fiori|Mario de Fiori|Mario dai Fiori|Maria Deifiori|Mario de'Fiori|Mario dè Fiori|Mario d'Fiori|Maria da Tiori|Mario Dei Fiori|Nuzzi|Mario Nuzzi detto dai Fiori|mario da fiori|Mario Nuzzi dit Mario de Fiori|Mar. de Fiori|Morio Difiori|Mario Delfiori|Del Fiore|Del Fiori|Marco da Fiori|marco pittor romano|Mario Delfiory|Mario Nuzzy dit Mario di Fiori|Mario Delfiort|Mario d. de fiori|Maris d'Yfiori|M. Nozzi|Maria Fiori|Nuzzi M. gen. Mario dá Fiori|Maria de Fiovi|Mario dei fiori romano|Fiori|Maria del Fiore|Maria di Fiori|M. d'Fiori|Marc de fiori|Maria da Fiori|mario da' fiori|M. da Fiori|Viory|Maria Nuzzi di Fiori|Maria Romano de Fiori|marie del fiore|mario di Roma|marco dai fiori|dit Fiovi Mario|gen. mario da fiori mario nuzzi|M. Fiora|Mario de las Flores|Mario Da'Fiori|M. Fiori|gen. da fiori mario nuzzi|dit Mario de Fiori Nuzzi|Mario Nuzzi detto de' Fiori|Mari de Fiori|M. de Fiori|Mario de Fiore|Marius Fiori|Maria de Fiori|Maria de Fiora|dit Mario di Fiori Mario Nuzzi|Nozzi|Cavalier di Fiori|Mario|Mario Nuzzi detto Mario dai Fiori|M. Da Fiore|Mario del Fiory|Da Fiori|Mario del Fiori|Maria dei Fiori|Mario del Fiore|mario di fior|el Mario|m. dei fiori,1278,Rome,Rome,human,1603,1673,Rome,painter,Kingdom of Naples,,Rome,,male,,,,,,,,,,still life,,,,,,,,,,,,,,,,,
Q51673,1597,wikidata,第三部分,353409,第十四章,2,Mark Antony,Mark Antony,Mark Anthony|Marcus Antonius,1279,Rome,Rome,human,-83,-30,Alexandria,Ancient Roman politician|ancient Roman military personnel,Ancient Rome,,,,male,,,,,,,,,,,,Marcus Antonius,Julia,Antonia|Gaius Antonius|Lucius Antonius,Fadia|Antonia Hybrida Minor|Fulvia|Octavia the Younger|Cleopatra,Antonia|Marcus Antonius Antyllus|Iullus Antonius|Cleopatra Selene II|Alexander Helios|Antonia Major|Antonia Minor|Ptolemy Philadelphus,,Volumnia Cytheris|Glaphyra,,,,,,,,,
Q6769447,1598,wikidata,第三部分,278,第十章,2,Mark Ritchie,Mark Ritchie,Donald Mark Ritchie,1280,Georgia,Georgia,human,1951,,,politician,United States of America,,,,male,,,,Iowa State University,,,,,,,Mark Richie Minnesota Secretary of State.jpg,,,,,,,,,,,,,,,,
Q125296744,1599,wikidata,第三部分,401,第十七章,1,Mark Samuel Weil,Mark Samuel Weil,,1281,,,human,,,,author,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q349522,1600,wikidata,第一部分,"69,182,400",第三章,3,Martino Longhi,Martino Longhi,,1282,Viggiù,Viggiù,human,1534,1591,Rome,architect,Papal States,architecture|church building|basilica|palace|reconstruction,Rome,,male,,,,,,,,Church of San Macuto,,,,,,,,Onorio Longhi,,,,,,,,,,,
Q376713,1602,wikidata,第二部分,183,第七章,2,Martino Longhi the Younger,Martino Longhi the Younger,"Martino The Younger Longhi|Martino, the younger Lunghi|Martino II Longhi|Martino Longhi|Martino, the Younger Longhi|Martino, the younger Longhi",1283,Rome,Rome,human,1602,1660,Viggiù,architect,,,,,male,,,,,,,,San Carlo al Corso,,,,Onorio Longhi,,,,,,,,,,,,,,,
Q131412,1603,wikidata,第三部分,291,第十章,1,Mary Stuart,Mary Stuart,"Alys Stuart|Mary|Mary, Queen of Scotland|Queen Mary|Mary Stewart|Mary Stewart, Queen of Scots|Mary Stuart|Queen of Scots Mary",1284,Linlithgow,Linlithgow,human,1542,1587,Northamptonshire,politician|sovereign|aristocrat|queen regnant|queen consort,Kingdom of Scotland,,,princess|Queen of Scotland|queen|Queen Consort of France,female,,Westminster Abbey,Catholicism,,House of Stuart,,Golden Rose,Oxburgh Hangings,,,,James V of Scotland,Mary of Lorraine,"François III d'Orléans, Duke of Longueville|Robert Stewart, 1st Earl of Orkney|James Stewart, 1st Earl of Moray|James, Duke of Rothesay|James Stewart|Adam Stewart|Robert Stewart|John Stewart|Jean Stewart","Francis II of France|Henry Stuart, Lord Darnley|James Hepburn, 4th Earl of Bothwell",James VI and I|stillborn twin Hepburn|stillborn twin Hepburn,Henry VIII of England|Prince Rupert of the Rhine|Margaret Tudor,,,,George Buchanan,,,,,,
Q235121,1604,wikidata,第三部分,302349,第十一章,2,Mary Wortley Montagu,Mary Wortley Montagu,Lady Mary Wortley Montagu|Mary Pierrepont|Lady Mary Pierrepont|Lady Mary Montague,1285,Nottingham,Nottingham,human,1689,1762,Nottingham,explorer|poet|playwright|editor|writer,Kingdom of England,poetry|literary activity,,lady,female,,"Grosvenor Chapel, Mayfair",,,,,,,,,,"Evelyn Pierrepont, 1st Duke of Kingston-upon-Hull",Mary Feilding,"William Pierrepont, Earl of Kingston|Evelyn Pierrepont|Frances Pierrepont",Sir Edward Wortley Montagu,"Mary Stuart, Countess of Bute|Edward Wortley Montagu",,,,,,,,,,,
Q735619,1606,wikidata,第一部分,"139,205,206",第五章,8,Masaniello,Masaniello,Tommaso Aniello,1286,Naples,Naples,human,1620,1647,Naples,fisher|revolutionary,,,Kingdom of Naples,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3297734,1607,wikidata,第三部分,282283,第十章,2,Massimiliano Soldani Benzi,Massimiliano Soldani Benzi,Massimiliano Benzi|Massimiliano Soldani|Massimiliano Soldani-Benzi|Soldani|Massimilian Soldani|Soldani of Florence|Soldanus|Massimiliani,1287,Montevarchi,Montevarchi,human,1656,1740,Montevarchi,sculptor|medalist,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59528519,1608,wikidata,第三部分,320401,第十二章,3,Massimo Petrocchi,Massimo Petrocchi,,1288,Tivoli,Tivoli,human,1918,1991,Rome,historian|university teacher,Italy,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q982384,1609,wikidata,第一部分,"XIII,205,210,216",第一章,5,Massimo Stanzione,Massimo Stanzione,"Massimo, Cavaliere Stanzione|Cavaliere Massimo Stanzione|Cavalier Stanzione Maximo|Cav. Stanzione Massimo|Cav. o Stanzione Maxsimo|El Cavallero Stanzione Maxssimo|Massimo Stanzioni|Massimo, Cavaliere Stanzioni|Cavaliere Massimo Stanzioni|Cavalier Stanzione Massimo|Cavaliere Stanzione Massimi|Caballero Stanzione Màximo|Cau. o Stanzione Magsimo|Cavaliere Stanzione Massimo|M. Stanzione|Caballero Stanzione Maximo|caballero Maxsimo|Cav. Massimi|Cavaliere Massimo|Cav. Massimo|Stanzioni Massimo|Cavalier Massimo|cau.o maxsimo|Messina|cav^To^R magsimo|Cavallero Maximo|Caballero Màximo|cav.^To^R magsimo|Cavag.re Massimo|Cavag.r Massimo|Massimi|Cavaliere Massimi|Caballero Maximo|Cavalier Maximo|cav^To^R maxsimo|cav.o maxsimo|magsimo|Cavalier Massimo natione Napolitana|massimo stanzioni|masimo|Maximo|el cavallero Maxssimo|mass. stanzioni|Cavallier Massimo|Massimo|K. Massimo|Maximus Stanzioni|Máximo|Cav. Massimo Stanzioni|Massimo Stangioni|Cav.r Massimo|Cav.re Massimi",1289,Frattamaggiore,Frattamaggiore,human,1585,1656,Naples,painter,Kingdom of Naples,,Naples,,male,,,,,,,Order of the Golden Spur,Saint Agnes|Susannah and the Elders|The Death of Cleopatra,,,,,,,,,,,,,Fabrizio Santafede,Bernardo Cavallino,,,,,
Q464162,1610,wikidata,第一部分,36,第二章,1,Matilda of Tuscany,Matilda of Tuscany,Mathilda of Tuscany|Matilda of Canossa|Matilde of Tuscany|Matilde di Canossa|Maud d'Este|la Gran Contessa,1290,Mantua,Mantua,human,1046,1115,Bondeno,feudatory|politician|aristocrat,,,,Margrave of Tuscany,female,,St. Peter's Basilica,,,House of Canossa,,,,,,Matilde di Canossa.jpg|Hugo-v-cluny heinrich-iv mathilde-v-tuszien cod-vat-lat-4922 1115ad.jpg,"Boniface III, Margrave of Tuscany",Beatrice of Lorraine|Beatrix Salian,"Frederick, Margrave of Tuscany","Godfrey IV, Duke of Lower Lorraine|Welf II, Duke of Bavaria",Beatrice of Lower Lotharingia|unknown daughter (?),,,,,,,,,,,
Q1909346,1611,wikidata,第一部分,25,第二章,2,Matteo Castelli,Matteo Castelli,Matteo Castello,1291,Melide,Melide,human,1560,1632,Warsaw,sculptor|architect,Switzerland,,Warsaw,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20246871,1612,wikidata,第一部分,68,第三章,1,Matteo da Castello,Matteo Bartolini,,1292,Città di Castello,Città di Castello,human,1530,1597,Rome,architect,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q62637,1614,wikidata,第三部分,294,第十章,1,Matthäus Daniel Pöppelmann,Matthäus Daniel Pöppelmann,Matthes Daniel Pöppelmann|Matthes Pöppelmann|Matthaus Daniel Poppelmann|Matthaüs-Daniel Pöppelmann|Matthaus Daniel Pöppelmann,1293,Herford,Herford,human,1662,1736,Dresden,architect|master builder|urban planner,County of Ravensberg,,Dresden|Vienna|Rome|Warsaw,,male,,St. Matthew's church,,,,,,Zwinger|Japanisches Palais|Pillnitz Castle|Barockgarten Großsedlitz|Pałac Radomierzyce|Pöppelmannbrücke,,,,,,,,Carl Frederick Pöppelmann|Johann Adolph Pöppelmann,Friederike Sophie Seyler|Johann Christoph Knöffel,,,,,,,,,,
Q2395202,1615,wikidata,第一部分,"87,89",第三章,2,Mattia de' Rossi,Mattia de Rossi,Mattia de' Rossi|Mattia De Rossi|Matthia de' Rossi|Matthia De' Rossi|Mattia de'Rossi|Mattia De' Rossi|Cavalier de Rossi|de Rossi|S.r Matteo scoltore,1294,Rome,Rome,human,1637,1695,Rome,engineer|architect|executive,,architecture|baroque architecture|church building|basilica|reconstruction,Rome|Paris,,male,,,,,,,,,,,,Marc'Antonio De Rossi,,Domenico De Rossi,,,,,,,,,,,,,
Q17362230,1616,wikidata,第一部分,"165,200,214",第六章,3,Mattia Loret,Mattia Loret,Sydon Maciej Loret,1295,Medyka,Medyka,human,1880,1949,Rome,historian|diplomat,Poland,history|diplomacy,,,male,,,,"Faculty of History, Lviv University",,,Commander of the Order of Polonia Restituta,,,,,,,,,,,,,,,,,,,,
Q468632,1617,wikidata,第一部分,"13,57,78,122,149,150,189,207,208,210,214",第一章,16,Mattia Preti,Mattia Preti,"Il Cavalier Calabrese|Mattia Cavaliere Calabrese|Calabrèse Mattia Preti|Cavalier Mattia Preti Calabrese|Cavaliere calabrese|Calavrese Mattia Preti|Calabresse Mattia Preti|Le Chevalier Preti|Mattia Calabrese|Calabrese Cavalier Matthia Preti|Cavagliere Calabrese|Cavalier Mattia Preta|Prete Calabrese|Cavaliere Mattia Preti Calabrese|Il Cavalier Calabrese Preti|Cavalier Calabrun|Cavalier Mattio Pret|Cavaliero Mattia Preti|Cavalier Mattia Preti|Cavalliero Calabrese|Cavalier Calabrese|Cavaliere Matthia Calabrese|Mathias Preti|Cavalier Matthia Calabrese|Calabrose Mattia Preti|il Cavalier Calabrese Preti|Cavaliero Mattio Preti|Calabrise Mattia Preti|Cavaliere Calabrese|Cavaliero Calabrese|Cavalier Mattia Calabrese|il cavalier Calabrese|Calabrese Mattia Preti|Calabrise|Le Calabraise|Calabrèse|Mattia Preti Calabrese|dit le Calabrese Le Cavalier Matthias Preti|dir le Calabrese Le Chevalier Mathias|Calabrese Cavalier Matthia|Le Calabrois|Cavallier Calabrese|Calabraze|Calavrese|M. Preti|Caval.r Calabrese|Calabrois|Cav. Mattia Calabrese|Chevalier Calabrese|Dit Le Calabrais Mattia Preti|Calabre|dit le Chevalier Calabrois Mathias Preti|Preti|Le Chevalier Calabrois|matteo preti|Matteo Preti gen. Calabrese|Cav.re Mattia|detto il Calabrese Cavalier Mattia Preti|Muntia Preda|Cav.r Calab.se|Kavalier Calabrese|Catabrese|Cav. Calabresi|Cav. Calabrese|Calabrose|Calabrese|Calabriese|Calabr.e|de Maltheser Ridder|Mattia Cav. Calabrese|Cavr. Calabrese|den Malthesen Ridder|Chevalier Calabrois|Calabreze|Cav.le calabrese|dit le Calabrois Mattia Preti|Calabresse|called the Cavalier Calabrese Mattia Preti|Mathias Calabrois|matteo, gen. il calabrese preti|cavalier Calabresi|Chev. Callabras|Cav.re Calabrese|Caval.r Calabr.e|matthia calabrese|Callabrese|dit le Cavalier Calabrois Mathias Pretri|Caval. Calabr.e|le Calabrèse|Cavaglier Preti|Cavalier Mathias|dit le Calabrois Mathias Preti|Cabalier Calabrese|Cavalier' Calabrese|Cavalier Mattia|Cavalier Mattio|Cav.r Mattia Calabrese|matteo preti gen. il calabrese|Cav.r Calabrese|Mathias Pretti|Cavalier de Calabreze|Le Calabrese|cavag.e Calabrese|Calabrese cavalier Preti|gen. Cavaller Calabrese Matthias Preti|Cavaliero Mattio|Cavaliero Mattia",1296,Taverna,Taverna,human,1613,1699,Valletta,painter|graphic artist|hospitaller,Italy,art of painting,,,male,Knights Hospitaller#Knights Hospitaller,,,,,,,"Q3224346|Aeneas, Anchises and Ascanius Fleeing Troy|Return of the Prodigal Son",Baroque,,,,,,,,,,Caravaggio,,,Pedro Nuñez de Villavicencio,,,,,
Q110215333,1619,wikidata,第一部分,48156122170208,第二章,7,Maurice Vaes,Maurice Vaes,,1297,,,human,1875,1962,,Catholic priest|art historian,Belgium,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q610738,1620,wikidata,第一部分,6，21,第一章,2,King of Savoy,Prince Maurice of Savoy,Maurice of Savoy,1298,Turin,Turin,human,1593,1657,Turin,Roman Catholic cleric|presbyter,Duchy of Savoy,Catholicism|ecclesiastical hierarchy,Turin|Rome,prince du sang|prince,male,,Sacra di San Michele,Catholic Church,,House of Savoy,,,,,,,"Carlo Emanuele I, Duke of Savoy",Catalina Micaela of Spain,"Margaret of Savoy|Isabella of Savoy, Hereditary Princess of Modena|Tommaso Francesco, 1st Prince of Carignano|Victor Amadeus I of Savoy|Prince Emanuele Filiberto of Savoy|Maria Apollonia of Savoy|Philip Emmanuel, Prince of Piedmont|Francesca Caterina of Savoy",Princess Luisa Cristina of Savoy,,,,,,,,,,,,
Q3301722,1621,wikidata,第三部分,358359360409,第十四章,4,Mauro Tesi,Mauro Antonio Tesi,Mauro Tesi|Maurino Tesi|Maurus Tesi|Il Maurino Tesi|Il Maurino|Mauvizio Tesi,1299,Zocca,Zocca,human,1730,1766,Bologna,painter|engraver|architect,,,,,male,Accademia delle Arti del Disegno,,,,,,,,,,,,,,,,,,,,Antonio Cartolari|Giovanni Fabri,Valentino Baldi|Petronio Fancelli,,,,,
Q107164334,1622,wikidata,第三部分,283,第十章,1,Max Goering,Max Goering,,1300,,,human,1902,1945,,conservator|art historian,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q55988975,1623,wikidata,第三部分,320337,第十二章,2,Max Harold Fisch,Max Harold Fisch,,1301,,,human,1900,1995,,philosopher,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15834523,1624,wikidata,第二部分,194293296,第七章,3,Max Hermann von Freeden,Max Hermann von Freeden,,1302,Bremen,Bremen,human,1913,2001,Würzburg,art historian|university teacher|museologist,Germany,art history|museology,,,male,,,,,,,Bavarian Order of Merit|Officer's Cross of the Order of Merit of the Federal Republic of Germany,,,,,,,,,,,,,University of Würzburg,,,,,,,
Q57841,1627,wikidata,第三部分,277,第十章,1,Maximilian III Joseph Wittelsbach,"Maximilian III Joseph, Elector of Bavaria",Maximilian III Joseph,1303,Munich,Munich,human,1727,1777,Munich,composer,Electorate of Bavaria,,Munich,duke,male,,Theatine Church,,,House of Wittelsbach,,Knight of the Order of the Golden Fleece,,,,,"Charles VII, Holy Roman Emperor",Maria Amalia of Austria,Franz Ludwig von Holnstein|Maria Antonia Walpurgis of Bavaria|Maria Josepha of Bavaria|Duchess Maria Anna Josepha of Bavaria|Theresa Benedicta of Bavaria,Maria Anna Sophia of Saxony,,,,,,,,,,,,
