QID,序号,章节,原文英文全名,统一英文全名,P170|标签|创建者英文,P31|标签|实例英文,P571|标签|创作年,P17|标签|国家英文,P495|标签|原产国英文,P2048|标签|高度,P2049|标签|宽度,P195|标签|收藏英文,P276|标签|位置英文,P18|标签|图片英文,P921|标签|主要主题英文,P135|标签|运动英文,P1071|标签|创作地点英文,P88|标签|委托英文,P84|标签|建筑师英文,P149|标签|建筑风格英文,词频,页码,P859|标签|委托人/赞助人英文,P608|标签|展示地英文,T195|标签|收藏方英文,T9|标签|作者国籍英文,T6|标签|现存城市英文,T8|标签|作品属性英文
Q1448203,1096,第一章,The Conversion of St Paul,The Conversion of Saint Paul,Caravaggio,painting,1600,Italy,,237 cm,189 cm,House of Odescalchi,Rome,The Conversion of Saint Paul-Caravaggio (c. 1600-1).jpg,conversion of Paul the Apostle,,,,,,,11,,,,,,Religious themes (Saints' lives)
Q21725513,1097,第一章,The Martyrdom of St Peter,Martyrdom of St Peter,Michelangelo Merisi da Caravaggio,painting,,,,232 cm,201 cm,Hermitage Museum,Hermitage Museum,,,,Italy,,,,,11,,,,,,Religious themes (Saints' lives)
A3,10,,Abigail giving Presents to David,Abigail giving Presents to David,Giuseppe Maria Crespi,,,Italian,,,,,,,,,,,,,1,222,Tommaso Ruffo,Vienna,Kunsthistorisches Museum Wien,Italian,Vienna,Painting
A33,70,,Apotheosis of Aeneas,Apotheosis of Aeneas,Antonio Dardani,,,Austria,,,,,,,,,,,,,1,224,Raimondo Buonaccorsi,Palazzo Buonaccorsi Gallery of Ancient Art,Kunsthistorisches Museum Wien,Italian,Vienna,Fresco
A39,96,,Bacchus,Bacchanalia,Carlo Cignani,,,Italy,,,,,,,,,,,,,4,171194234362,,Uffizi Gallery,,Italian,Florence,Painting
A43,109,,Batlisheba Bathing,Batlisheba Bathing,,,,France,,,,,,,,,,,,,1,258,Louis La Caze,Paris,Louvre Museum,Dutch,Paris,Oil painting
A64,172,第一章,Charity,Charity,Pietro Bernini,,,UnitedKingdom,,,,,,,,,,,,,1,42,Pope Urban VIII,National Gallery,National Gallery,Italian,London,Sculpture
A75,200,,Crossing of the Red Sea,Crossing of the Red Sea,Ciro Ferri,,,Italy,,,,,,,,,,,,,3,218219220,Santa Maria Maggiore,Rome,Santa Maria Maggiore,Italian,Rome,Oil painting
A80,213,,Death,Death,Pietro Bernini,,,,,,,,,,,,,,,,1,42,Pietro Bernini,,,,,Sculpture
A81,214,,Death of Abel,Death of Abel,Gino Fogolari,,,Italy,,,,,,,,,,,,,1,233,,,Ferdinand de' Medici,,Venice,Painting
A82,217,,Death of Cleopatra,Death of Cleopatra,Odoardo Hillyer Giglioli,,,Austria,,,,,,,,,,,,,1,49,Archduke Leopold Wilhelm of Austria,Kunsthistorisches Museum Vienna,Kunsthistorisches Museum Vienna,Italian,Vienna,Sculpture
A115,360,,Historic e di Maniera Veneziana,Historic e di Maniera Veneziana,Antonio Molinari,,,Italy,,,,,,,,,,,,,1,129,Antonio Molinari,Venice,Museo Borgogna,Italian,Venice,Oil painting
A120,383,,Incisa Della Rocchetta,Incisa Della Rocchetta,,,,,,,,,,,,,,,,,1,154,,,Flavio Chigi,,,Painting
A128,414,,Jupiter sending down his Thunder bolts on the Gods,Jupiter sending down his Thunder bolts on the Gods,,,,Germany,,,,,,,,,,,,,1,182,,,,Italian,Berlin,Painting
A129,415,,Justice,Justice,Pietro Bernini,,,Italy,,,,,,,,,,,,,1,42,Urban VIII,Galleria Borghese,National Gallery of Italy,Italian,Rome,Sculpture
A132,422,,Kufürst Clemens August,Kufürst Clemens August,,,,Germany,,,,,,,,,,,,,1,295,Clemens August,,,Germany,,Painting
A141,449,,Leda,Leda,,,,,,,,,,,,,,,,,1,106,,,,,,
A147,498,,Masanella,Masanella,Annibale Carracci,,,Italy,,,,,,,,,,,,,1,222,,Rome,Antonio Ruffo,Italian,Rome,Painting
A154,530,,Mostra dei Remondini,Mostra dei Remondini,Marino Berengo,,,China,,,,,,,,,,,,,1,340,"Embassy of Italy in China, Consulate General of Italy in Chongqing, Cultural Office of the Embassy of Italy in China",Chengdu,Sichuan Museum of Culture,Italian,Chengdu,Art exhibition
A155,531,,Mostra del Tiepolo,Mostra del Tiepolo,,,,,,,,,,,,,,,,,1,270,,,,,,
A159,544,,Narcissus,Narcissus,,,,,,,,,,,,,,,,,1,182,Santa Maria Maggiore,Rome,Galleria Nazionale di Arte Antica,,,
A160,546,,Nativity,Nativity,,,,Italy,,,,,,,,,,,,,1,313,San Giorgio Monastery,Venice,Gallerie dell'Accademia di Venezia,Italian,Venice,Oil painting
A161,547,,nell’ingresso del procuratore Giorgio Pisani,nell’ingresso del procuratore Giorgio Pisani,Cristoforodall'Acqua,,,Italy,,,,,,,,,,,,,1,326,Santa Maria Maggiore,Rome,Galleria Nazionale di Arte Antica,Italian,Rome,Oil painting
A304,1098,,Massacre of the Innocents,Massacre of the Innocents,,,,Italy,,,,,,,,,,,,,,237,Santa Maria Maggiore,Rome,Santa Maria Maggiore,Italian,Rome,Religious themes (Biblical stories)
A305,1101,第七章,Augustinian Monastery Altarpiece,Augustinian Monastery Altarpiece,Giovanni Lanfranco,,,Italy,,,,,,,,,,,,,,177,Santa Maria Maggiore,Rome,Galleria Nazionale d'Arte Antica,Italian,Rome,Oil painting
A306,1103,,Gymnasium zum Grauen Kloster,Gymnasium zum Grauen Kloster,Jacopo Amigoni,,,Germany,,,,,,,,,,,,,1,XV,Santa Maria Maggiore,Berlin,Staatliche Museen zu Berlin,Italian,Berlin,Oil painting
A307,1106,第五章,Illustrations for De Bello Belgico,Illustrations for De Bello Belgico,Michelangelo Cerquozzi,,,Italy,,,,,,,,,,,,,,138,Santa Maria Maggiore,Rome,Galleria Nazionale d'Arte Antica,Italian,Rome,Illustration
A316,1102,第八章,St. William of Aquitaine,St. William of Aquitaine,Guercino,,,Italy,,,,,,,,,,,,,第八章,238,Santa Maria Maggiore,Bologna,Pinacoteca Nazionale di Bologna,Italian,Bologna,Oil painting
A318,451,,Leto turning the Shepherds into Frogs,Leto turning the Shepherds into Frogs,Giuseppe Maria Crespi,,,Italy,,,,,,,,,,,,,1,225,Santa Maria Maggiore,Raimondo House,Santa Maria Maggiore,Italian,Rome,Oil painting
A322,427,,La Fiera dell' Impruneta,La Fiera dell' Impruneta,Jacques Callot,,,Italy,,,,,,,,,,,,,1,213,,"Florence, Italy","Academy of Fine Arts, Florence",French,Florence,Painting (Etching)
A323,409,,Jupiter among the Corybantes,Jupiter among the Corybantes,Giuseppe Maria Crespi,,,United States,,,,,,,,,,,,,1,405,Stefano Conti,Kimbell Art Museum,Kimbell Art Museum,Italian,Fort Worth,"Oil painting, Copperplate painting"
A352,355,,Hebrew Women singing after crossing the Red Sea,Hebrew Women singing after crossing the Red Sea,Luca Giordano,,,Italy,,,,,,,,,,,,,1,223,,,,Italian,,Painting
A356,1105,图版目录,Joint caricature of Simonelli and Mola,Joint caricature of Simonelli and Mola,Niccolò Simonelli,,,Italy,,,,,,,,,,,,,1,XVI,Niccolò Simonelli,,,Italian,Rome,Comic strips
A390,516,,Modello for the Glory of S. Luigi Gonzaga,Modello for the Glory of S. Luigi Gonzaga,,,,United States,,,,,,,,,,,,,,,Gianfrancesco Gonzaga,Sant'Ignazio Church,Antoine Seilern,Italian,Detroit,Sketch (Modello)
A393,528,,Moses strikin the Rock,Moses strikin the Rock,Ottavio Vannini,,,United States,,,,,,,,,,,,,2,218212,Ottavio Vannini,Metropolitan Museum of Art,Metropolitan Museum of Art,Italian,New York City,"Oil painting, Late Renaissance style"
A446,576,,Parnassus,Parnassus,Andrea Camassei,,,,,,,,,,,,,,,,1,50,Enzo Bentivoglio,,,,,
A480,1037,第七章,Venus and Amor,Venus and Amor,Luca Giordano,,,,,,,,,,,,,,,,红变蓝,212,,,,,,
A1,665,,Powers of Eloquence,Powers of Eloquence,Giovanni Battista Tiepolo,,,,,,,,,,,,,,,,1,256,,,,,,
A2,9,图版目录,A.M. Zanetti the Elder with Marchese Gerini,A.M. Zanetti the Elder with Marchese Gerini,Giuseppe Zocchi,,,Italy,,,,,,,,,,,,,1,XV,Gerini Family,,,Italian,Venice,Portrait
A4,11,第十章,Addison,Addison,,,,,,,,,,,,,,,,,,289,Owen McSwinny,,Duke of Richmond,Italian,,Portrait
A5,12,第三章,Adoration of the Magi,Adoration of the Magi,Ludovico David,,,Italy,,,,,,,,,,,,,1,88,Pietro Ottoboni,,,Italian,Rome,Religious themes (Biblical stories)
A6,14,第三章,Adoration of the Trinity and Glorification of the Instruments of the Passion,The Glorification of the Trinity with the Adoration of the instruments of Passion,Pietro da Cortona,,,Italy,,,,,,,,,,,,,1,77,Oratory of Saint Philip Neri,Sant'Andrea della Valle,,Italian,Rome,Religious themes (Religious allegory)
A7,15,图版目录,Aedes Barberina ad Quirinalem,Aedes Barberina ad Quirinalem,,,,Italy,,,,,,,,,,,,,1,XII,House of Barberini,,,Italian,Rome,Nature themes (Landscape)
A8,17,第十章,Agrippina being killed on the orders of her son Nero,,Giovanni Battista Piazzetta,,,Germany,,,,,,,,,,,,,1,294,Augustus II the Strong,,,Italian,Dresden,History (Ancient history)
A9,27,第四章,Allegory of Clemency,Allegory of Clemency,Carlo Maratta,,,Italy,,,,,,,,,,,,,1,118,Pope Clement X,,,Italian,Rome,Mythology (Modern allegory)
A10,28,第四章,Allegory of Coral fishing,Allegory of Coral fishing,Pietro da Cortona,,,,,,,,,,,,,,,,1,103,Cassiano dal Pozzo,,,Italian,,Mythology (Modern allegory)
A11,31,图版目录,Allegory of Rome,Allegory of Rome,Valentine de Boulogne,,,Italy,,,,,,,,,,,,,2,"XII,46",Jules Mazarin,,Louis XIV,French,Rome,Symbolism
A12,32,第八章,Allegory of the Arts,Allegory of the Arts,Sebastiano Ricci,,,,,,,,,,,,,,,,1,235,"Johann Wilhelm, Elector Palatine",,,Italian,,Fable
A13,33,图版目录,Allegory of the Education of the Crown Prince of the Palatinate,Allegory of the Education of the Crown Prince of the Palatinate,Giovanni Antonio Pellegrini,,,Germany,,,,,,,,,,,,,1,XV,Elector Palatine,,,Italian,Munich,Fable
A14,34,图版目录,Allegory of Venice,Allegory of Venice,Niccolò Bambini,,,Italy,,,,,,,,,,,,,1,XIV,Pesaro Family,,Ca' Pesaro,Italian,Venice,Fable
A15,35,第十五章,Altar of Friendship,Altar of Friendship,Niccolò Bambini,,,Italy,,,,,,,,,,,,,,371,Angelo Querini,,,,Padua,Sculpture
A16,36,第十五章,Altar of Tranquility and Rural Life,Altar of Tranquility and Rural Life,Niccolò Bambini,,,Italy,,,,,,,,,,,,,,371,Angelo Querini,,,,Padua,Sculpture
A17,37,第十五章,Altar of Wealth and Apollo,Altar of Wealth and Apollo,Niccolò Bambini,,,Italy,,,,,,,,,,,,,,371,Angelo Querini,,,,Padua,Sculpture
A18,38,第九章,Altar Paintings for the Parish Church of San Canciano,Altar Paintings for the Parish Church of San Canciano,Giuseppe Angeli,,,Italy,,,,,,,,,,,,,,274,Flaminio Corner,Parish Church of San Canciano,,Italian,Venice,Religious themes (Religious allegory)
A19,39,第一章,Altarpiece for Chiesa Nuova,Altarpiece for Chiesa Nuova,Peter Paul Rubens,,,Italy,,,,,,,,,,,,,,15,Oratory of Saint Philip Neri,Chiesa Nuova,,Flemish,Rome,Religious themes (Biblical stories)
A20,41,第一章,Altarpiece for Santa Maria dei Cappuccini,Altarpiece for Santa Maria dei Cappuccini,Andrea Sacchi,,,Italy,,,,,,,,,,,,,,16,Capuchin Order,Santa Maria della Concezione dei Cappuccini,,Italian,Rome,Religious themes (Biblical stories)
A21,44,第一章,Altarpiece for St. Sebastian,Altarpiece for St. Sebastian,,,,,,,,,,,,,,,,,,22,Pope Urban VIII,San Sebastiano,,,,Religious themes (Saints' lives)
A22,45,第七章,Altarpiece for the Augustinian Church,Altarpiece for the Augustinian Church,Jusepe de Ribera,,,,,,,,,,,,,,,,,177,Manuel de Acevedo y Zú?iga,Augustinian convent,,Spanish,Naples,Religious themes (Biblical stories)
A23,47,第十章,Altarpieces for the Royal Chapel,Altarpieces for the Royal Chapel,Giovanni Battista Tiepolo,,,Spain,,,,,,,,,,,,,,297,Carl XII of Sweden,Royal Palace of Aranjuez,,Italian,Aranjuez,Religious themes (Biblical stories)
A24,54,,Andromache weeping before Aeneas,Andromache weeping before Aeneas,Giovanni Gioseffo dal Sole,,,,,,,,,,,,,,,,1,225,,,,,,
A25,56,第九章,Angelo Custode,Angelo Custode,Giovanni Battista Piazzetta,,,United States,,,,,,,,,,,,,2,262265,Scuola Grande di San Rocco,,,Italian,Detroit,Religious themes (Religious allegory)
A26,57,第三章,Angels carrying the Instruments of the Passion and of St. Philip in Ecstasy,Angels carrying the Instruments of the Passion and of St. Philip in Ecstasy,Pietro da Cortona,,,Italy,,,,,,,,,,,,,1,75,Oratory of Saint Philip Neri,Chiesa di San Filippo Neri,,Italian,Rome,Religious themes (Religious allegory)
A27,59,第十一章,Animals and Figures in the Flemish Style|des animaux et figures à la flamande,Animals and Figures in the Flemish Style|des animaux et figures à la flamande,Giovanni Battista Piazzetta,,,,,,,,,,,,,,,,1,314,Johann Matthias von der Schulenburg,,,Italian,,Daily life (Genre painting)
A28,60,第三章,Annunciation,Annunciation,Filippo della Valle,,,Italy,,,,,,,,,,,,,1,120,Society of Jesus,,,Italian,Rome,Religious themes (Biblical stories)
A29,61,,Antichita di Palazzi,Antichita di Palazzi,Fran?ois de Nomé,,,,,,,,,,,,,,,,1,213,Johann Matthias von der Schulenburg,,The Rosseau brothers,,,
A30,66,第七章,Apollo and the Muses,Apollo and the Muses,Giovanni Baglione,,,,,,,,,,,,,,,,1,175,Camillo Massimi,,,Italian,,Mythology (Ancient Greek mythology)
A31,67,第十章,Apollo conducting Frederick Barbarossa's bride: Beatrice of Burgundy,Apollo conducting Frederick Barbarossa's bride: Beatrice of Burgundy,Giovanni Battista Tiepolo,,,Germany,,,,,,,,,,,,,1,296,Karl Philipp von Greifenclau zu Vollraths,Kaisersaal,,Italian,Würzburg,Fable
A32,68,第二章,Apostles,Apostles,Carlo Maratta,,,,,,,,,,,,,,,,3,60154250,Antonio Barberini,,,Italian,,Religious themes (Biblical stories)
A34,72,第七章,Apotheosis of the Pisani,Apotheosis of the Pisani,Balthasar Permoser,,,Austria,,,,,,,,,,,,,2,201254,Eugene of Savoy,,,German,Vienna,Sculpture
A35,77,第四章,Argus guarding,Argus guarding,Claude Lorrain,,,,,,,,,,,,,,,,1,116,Camillo Massimi,,,French,,Mythology (Roman mythology)
A36,78,,Ariadne being woken by Love,Ariadne being woken by Love,Giovanni Francesco Romanelli,,,,,,,,,,,,,,,,1,182,Jules Mazarin,,,,,
A37,91,,Babylon,Babylon,Fran?ois de Nomé,,,,,,,,,,,,,,,,1,213,Del Rosso brothers,,,,,
A38,95,第八章,Bacchus,Bacchus,Niccolò Cassana,,,,,,,,,,,,,,,,1,234,Ferdinando de' Medici,,,Italian,,Mythology (Roman mythology)
A40,99,第二章,Bacchus and Ariadne,Bacchus and Ariadne,Giovanni Francesco Romanelli,,,,,,,,,,,,,,,,4,"25,60,179,227",Francesco Barberini,,,Italian,,Mythology (Roman mythology)
A41,106,图版目录,Barberini Chapel in S. Andrea della Valle,Barberini Chapel in S. Andrea della Valle,Matteo Castelli,,,Italy,,,,,,,,,,,,,,XIII,House of Barberini,Sant'Andrea della Valle,,Italian,Rome,Religious themes (Religious allegory)
A42,107,,Barberini Chapelin S.Andreadella Valle),Barberini Chapelin S.Andreadella Valle),Matteo Castelli,,,,,,,,,,,,,,,,1,XII,,,,,,
A44,110,第九章,Battaria di Cusina,Battaria di Cusina,,,,,,,,,,,,,,,,,1,250,Labia Family,,,Italian,,Landscape
A45,115,第十一章,Beggar holding a Rosary,Beggar holding a Rosary,Giovanni Battista Piazzetta,,,,,,,,,,,,,,,,1,314,Johann Matthias von der Schulenburg,,,Italian,,Daily life (Genre painting)
A46,118,第十章,Bishop Harold von Hocheim being invested with the princedom by the Emperor in 1163,Bishop Harold von Hocheim being invested with the princedom by the Emperor in 1163,Giovanni Battista Tiepolo,,,Germany,,,,,,,,,,,,,1,296,Karl Philipp von Greiffenklau,Kaisersaal,,Italian,Würzburg,History (Ancient history)
A47,124,第九章,Brutus killing Arruns,Brutus killing Arruns,Lucius Annaeus Florus,,,Russia,,,,,,,,,,,,,,250,House of Dolfin,,,Italian,Saint Petersburg,History (Ancient history)
A48,126,第十五章,Bust of Democritus,Bust of Democritus,Antonio Canova,,,Italy,,,,,,,,,,,,,,370,,Casa Soster,,Ancient Greek,Padua,Portrait
A49,129,第十五章,Bust of Francis Bacon,Bust of Francis Bacon,,,,Italy,,,,,,,,,,,,,,370,,,,,Padua,Portrait
A50,132,第十五章,Bust of Paolo Renier,Bust of Paolo Renier,Antonio Canova,,,Italy,,,,,,,,,,,,,,372,Angelo Querini,,"Gaspar Méndez de Haro, 7th Marquis of Carpio",Italian,Padua,Portrait
A51,137,第十章,Cadogan,Cadogan,,,,,,,,,,,,,,,,,,289,,,Duke of Richmond,Italian,,Portrait
A52,138,第十四章,Caesar and the Corsairs of Cilicia,Caesar and the Corsairs of Cilicia,Giovanni Battista Piazzetta,,,,,,,,,,,,,,,,1,355,Friedrich August I of Saxony,,,Italian,,History (Ancient history)
A53,140,,Cain and Abel,Cain and Abel,Giovanni Domenico Brugieri,,,,,,,,,,,,,,,,1,228,Stefano Conti,,,,,
A54,147,图版目录,Cardinal Francesco Barberini,Cardinal Francesco Barberini,Ottavio Leoni,,,,,,,,,,,,,,,,,XII,Francesco Barberini,,,Italian,,Portrait
A55,148,图版目录,Cardinal Mazarin in His Gallery,Cardinal Mazarin in His Gallery,Robert Nanteuil,,,,,,,,,,,,,,,,1,XIII,Jules Mazarin,,,French,,Portrait
A56,150,图版目录,Caricature of Cassiano dal Pozzo,Caricature of Cassiano dal Pozzo,Pietro Bernini,,,Netherlands,,,,,,,,,,,,,1,XIII,,,,Italian,Rotterdam,Portrait (Caricature)
A57,151,,Carita Romana,Carita Romana,Giovanni Francesco Barbieri,,,,,,,,,,,,,,,,1,182,Guido Bentivoglio,,,,,
A58,154,第二章,Carro Della Notte,Carro Della Notte,Giovanni da San Giovanni,,,,,,,,,,,,,,,,1,49,Giovanni Garzia Millini,,,Italian,,Symbolism
A59,155,第二章,Castel Gandolfo,Castel Gandolfo,,,,United Kingdom,,,,,,,,,,,,,2,"40,49",Pope Urban VIII,,Fitzwilliam Museum,French,Cambridge,Landscape
A60,157,,Cavaliere dello speron d'oro,Cavaliere dello speron d'oro,Donato Creti,,,,,,,,,,,,,,,,1,222,Tommaso Ruffo,,,,,
A61,160,第七章,Ceiling fresco of the Augustinian Church,Ceiling fresco of the Augustinian Church,Giovanni Lanfranco,,,,,,,,,,,,,,,,,177,Manuel de Acevedo y Zú?iga,Augustinian convent,,Italian,Naples,Religious themes
A62,162,第六章,Ceiling Frescoes in Palazzo Altieri,Ceiling Frescoes in Palazzo Altieri,Carlo Maratta,,,Italy,,,,,,,,,,,,,,158,House of Altieri,Palazzo Altieri (Oriolo Romano),,Italian,Rome,Painting
A63,164,第六章,Ceiling Frescoes in the Quirinal Palace Gallery,Ceiling Frescoes in the Quirinal Palace Gallery,Pietro da Cortona,,,Italy,,,,,,,,,,,,,,151,Pope Alexander VII,Quirinal Palace,,Italian,Rome,Painting
A65,173,图版目录,Charles Fox,Charles Fox,Carlo Maratta,,,United Kingdom,,,,,,,,,,,,,1,XIV,The Earl of Ilchester,,,Italian,,Portrait
A66,174,图版目录,Charles I,Charles I,Francesco Fanelli,,,United Kingdom,,,,,,,,,,,,,1,XIII,Daniele Dolfini,,,Italian,London,Portrait
A67,175,第八章,Children at Play,Children at Play,Giuseppe Maria Crespi,,,,,,,,,,,,,,,,1,238,Ferdinando de' Medici,,,Italian,,Daily life (Genre painting)
A68,177,第三章,Christ and St Veronica,Christ and St Veronica,Giacinto Brandi,,,Italy,,,,,,,,,,,,,1,88,Society of Jesus,Chapel of the passion of Jesus Christ,,Italian,Rome,Religious themes (Biblical stories)
A69,178,第七章,Christ driving the Jews from the Temple,Christ driving the Jews from the Temple,Giovanni Antonio Fumiani,,,,,,,,,,,,,,,,1,194,"John Cecil, 5th Earl of Exeter",,,Italian,,Religious themes (Biblical stories)
A70,180,第二章,Christ in the Boat calming His Disciples,Christ in the Boat calming His Disciples,Giovanni Lanfranco,,,,,,,,,,,,,,,,1,44,Francesco Barberini,,,Italian,,Religious themes (Biblical stories)
A71,184,第十四章,Cincinnatus summoned from the Plough,Cincinnatus summoned from the Plough,Andrea Lazzarini,,,,,,,,,,,,,,,,1,357,Frederick II of Prussia,,,Italian,,History (Ancient history)
A72,197,第十章,"Count of Bolagno, the Imperial ambassador","Count of Bolagno, the Imperial ambassador",,,,Russia,,,,,,,,,,,,,1,278,,,,Italian,St. Petersburg,History (Contemporary history)
A73,198,第十章,Cowper,Cowper,,,,,,,,,,,,,,,,,,289,Owen Swiny,,Duke of Richmond,Italian,,Portrait
A74,199,第十章,Creusa imploring Aeneas to rescue his father Anchises from the fire of Troy,Creusa imploring Aeneas to rescue his father Anchises from the fire of Troy,Pietro Antonio Novelli,,,Poland,,,,,,,,,,,,,1,298,Stanis?aw August Poniatowski,,,Italian,Warsaw,Mythology (Roman mythology)
A76,202,第一章,Crucifixion,Crucifixion,Giovanni Lanfranco,,,,,,,,,,,,,,,,2,"15,91",Don Fabrizio Valguarnera,,,Italian,,Religious themes (Biblical stories)
A77,203,第八章,Crucifixion with the Madonna,Crucifixion with the Madonna,Sebastiano Ricci,,,,,,,,,,,,,,,,1,235,Ferdinand de' Medici,,,Italian,,Religious themes (Biblical stories)
A78,204,第六章,Danae,Danae,,,,,,,,,,,,,,,,,1,157,Flavio Chigi,,,,,Mythology
A79,211,第三章,David with the head of Goliath,David with the head of Goliath,Andrea Pozzo,,,Italy,,,,,,,,,,,,,1,221,Society of Jesus,Church of the Gesù,,Italian,Rome,Religious themes (Biblical stories)
A83,220,第五章,Death of Wallenstein,Death of Wallenstein,Pietro Paolini,,,,,,,,,,,,,,,,1,139,,,,Italian,,History (Contemporary history)
A84,224,第七章,Decorations for St. Augustine Church,Decorations for St. Augustine Church,Jusepe de Ribera,,,Italy,,,,,,,,,,,,,,177,Manuel de Acevedo y Zú?iga,Augustinian church,,Spanish,Naples,Religious themes
A85,225,第十四章,Decorative Paintings for Pisa Residence,Decorative Paintings for Pisa Residence,Mauro Tesi,,,Italy,,,,,,,,,,,,,,544,Francesco Algarotti,Pisa Residence,,Italian,Pisa,Decorative arts
A86,226,图版目录,Dedicatory Frontispiece to Etchings,Dedicatory Frontispiece to Etchings,Canaletto,,,,,,,,,,,,,,,,1,XV,Joseph Smith,,,Italian,,Printmaking
A87,231,第六章,Design for Sant'Andrea al Quirinale,Design for Sant'Andrea al Quirinale,Pietro Bernini,,,Italy,,,,,,,,,,,,,,159,Camillo Pamphili,Annunciation Square,,Italian,Rome,Architectural design
A88,232,第六章,Design for St. Peter's Square,Design for St. Peter's Square,Gian Lorenzo Bernini,,,,,,,,,,,,,,,,,157,Pope Alexander VII,,,Italian,,Architectural design
A89,240,第八章,Diana and Callisto,Diana and Callisto,Sebastiano Ricci,,,Italy,,,,,,,,,,,,,1,236,Ferdinand de' Medici,,,Italian,Florence,Mythology (Roman mythology)
A90,248,第七章,Divine Right of Kings,Divine Right of Kings,Orazio Gentileschi,,,,,,,,,,,,,,,,1,178,House of Stuart,,,Italian,,Fable
A91,251,第一章,Dome Frescoes of Sant'Agnese in Agone,Dome Frescoes of Sant'Agnese in Agone,Ciro Ferri,,,Italy,,,,,,,,,,,,,,17,House of Pamphili,S. Agnese,,Italian,Rome,Religious themes (Saints' lives)
A92,255,第五章,Dream of St Joseph,Dream of St Joseph,,,,,,,,,,,,,,,,,1,126,,Congregazione dei Virtuosial Pantheon,,,,Religious themes (Biblical stories)
A93,257,第三章,Duplex Intercessio,Duplex Intercessio,Pietro Bernini,,,Italy,,,,,,,,,,,,,2,"82,82",Society of Jesus,,,Italian,Rome,Religious themes (Religious allegory)
A94,283,图版目录,Facade of S. Maria del Giglio,Facade of S. Maria del Giglio,,,,Italy,,,,,,,,,,,,,,XVII,Venetian Church,Santa Maria Zobenigo,,,Venice,Architecture (Church exterior)
A95,292,第十六章,Fantastical Heads in the Manner of Giorgione,Fantastical Heads in the Manner of Giorgione,Pietro della Vecchia,,,,,,,,,,,,,,,,,370,,,Giovanni Vianello,Italian,,Portrait
A96,294,第二章,Fates,Fates,Andrea Camassei,,,,,,,,,,,,,,,,1,50,Enzo Bentivoglio,Palazzo Taddeo,,Italian,,Mythology (Greek mythology)
A97,297,图版目录,Flaminio Corner,Flaminio Corner,Marco Pitteri,,,,,,,,,,,,,,,,1,XV,House of Cornaro,,,Italian,,Portrait
A98,298,第三章,Flight into Egypt,Flight into Egypt,Ludovico David,,,Italy,,,,,,,,,,,,,2,88236,Pietro Ottoboni,St. Andrew's Temple Church,,Italian,Rome,Religious themes (Biblical stories)
A99,300,第七章,Flight into Egypt,Flight into Egypt,H. Voss,,,,,,,,,,,,,,,,5,"88,110,156,182,235,",Philip IV of Spain,,,French,,Religious themes (Biblical stories)
A100,301,第二章,Flight of Aeneas from Troy,Flight of Aeneas from Troy,,,,,,,,,,,,,,,,,1,49,House of Bentivoglio,,,Italian,,Mythology (Roman mythology)
A101,302,第十四章,Flora,Flora,,,,United States,,,,,,,,,,,,,,536,Count Heinrich von Brühl,M. H. de Young Memorial Museum,,Italian,San Francisco,Mythology (Roman mythology)
A102,308,第六章,"Fortune under the control of Virtue, Justice and Peace","Fortune under the control of Virtue, Justice and Peace",Bernardino Mei,,,,,,,,,,,,,,,,1,154,Flavio Chigi,Annunciation Square,,Italian,,Fable
A103,312,第九章,Four Evangelists,Four Evangelists,Giuseppe Angeli,,,,,,,,,,,,,,,,,274,Flaminio Corner,Private Chapel,,Italian,,Religious themes (Biblical figures)
A104,313,图版目录,Francesco Algarotti,Francesco Algarotti,,,,Italy,,,,,,,,,,,,,1,XV,Algarotti Family,Museo Correr,,,Venice,Portrait
A105,315,第一章,Frescoes in Lanfranco Cathedral,Frescoes in Lanfranco Cathedral,,,,Italy,,,,,,,,,,,,,,24,Domenichino,Lanfranco Cathedral,,Italian,Lanfranco,Religious themes (Biblical stories)
A106,318,第一章,Frescoes in Palazzo Barberini Salone,Frescoes in Palazzo Barberini Salone,Pietro da Cortona,,,Italy,,,,,,,,,,,,,,16,House of Barberini,Palazzo Barberini,,Italian,Rome,Allegory
A107,322,第一章,Frescoes in Sant'Andrea della Valle,Frescoes in Sant'Andrea della Valle,Giovanni Lanfranco,,,Italy,,,,,,,,,,,,,,7,Cardinal Alessandro Peretti-Montalto,Sant'Andrea della Valle,,Italian,Rome,Religious themes (Biblical stories)
A108,324,第八章,Frescoes in the Corsini Chapel,Frescoes in the Corsini Chapel,Luca Giordano,,,Italy,,,,,,,,,,,,,,213,Carmine,Corsini chapel in Santo Spirito,,Italian,Florence,Religious themes (Biblical stories)
A109,325,第六章,Frescoes in the Palace at Valmontone,Frescoes in the Palace at Valmontone,Pier Francesco Mola,,,Italy,,,,,,,,,,,,,,153,House of Pamphili,Palace at Valmontone,,Italian,Valmontone,Painting
A110,329,图版目录,G.M. Sasso,G.M. Sasso,Alessandro Longhi,,,Italy,,,,,,,,,,,,,3,"XV,366,374",Sasso Family,Museo Correr,,Italian,Venice,Portrait
A111,348,,Gran Tempio Antico,Gran Tempio Antico,Fran?ois de Nomé,,,,,,,,,,,,,,,,1,213,,,Del Rosso brothers,,,
