Index,Row ID,主体 (Subject),谓词 (Predicate),客体 (Object),状态 (Status),依据 (Source),核验逻辑 (Evidence_Logic),_source_file
63,48,"Velázquez, Diego",is_author_of,Portrait of Camillo Massimi,Confirmed,Page 116,[SENP 剥离]: 正确映射 Row 49。实体名纯净化。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
64,48,"Massimi, Camillo",has_role_of,Patron,Confirmed,Page 190,[身份固化]: 补全被描绘者的赞助人身份（后为枢机）。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
65,49,"Velázquez, Diego",is_author_of,Portrait of Donna Olimpia Maidalchini,Confirmed,Page 116,[SENP 剥离]: 映射 Row 50。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
66,50,"Velázquez, Diego",is_author_of,Portrait of Juan de Pareja,Confirmed,Page 126,[SENP 剥离]: 映射 Row 51。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
67,50,Portrait of Juan de Pareja,exhibited_at,Pantheon,Confirmed,Grounding,[全生命周期]: 记录 1650 年名作在罗马万神殿展出的事实。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
68,51,"Velázquez, Diego",is_author_of,Portrait of Pope Innocent X,Confirmed,Page 116,[SENP 剥离]: 映射 Row 52。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
69,51,Portrait of Pope Innocent X,is_located_in,Galleria Doria Pamphilj,Confirmed,Grounding,[地理映射]: 记录名作在罗马目前的驻留地。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
7,4,"Udney, John",lived_in,Venice,Confirmed,Cascade,[地理级联]: 驻地映射。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
70,52,"Velázquez, Diego",is_author_of,Rokeby Venus,Confirmed,Page 190,[SENP 剥离]: 映射 Row 53。移除前缀占位符。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
71,52,Rokeby Venus,is_housed_at,"National Gallery, London",Confirmed,Grounding,[全生命周期]: 记录作品目前在伦敦的物理馆藏。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
72,55,Venice,active_in,18th Century,Confirmed,Page 245,[SENP 构造]: 映射超级索引 Row 56。定义解析的时间边界。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
73,56,Venetian Aristocracy,has_role_of,Patron,Confirmed,Page 247,[身份固化]: 映射 Row 57。识别赞助秩序的基础。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
74,57,Venetian Aristocracy,reflects,Apotheoses,Genre,Page 254,[WACV]: 记录通过“神化”题材展现家族功勋的阶层审美特征。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
75,57,Apotheosis of the Pisani,is_instance_of,Apotheoses,Confirmed,Page 254,[二次爆破]: 针对题材补全具体的杰作实体（提埃坡罗作）。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
76,58,Venetian Aristocracy,has_property,Love of display,Confirmed,Page 251,[WACV]: 映射 Row 59。记录其资助的心理动机。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
77,59,Venice,has_structure,Censorship system,Confirmed,Page 245,[SENP 构造]: 映射 Row 60。记录严苛的思想监控背景。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
78,59,Inquisitors of State,managed,Censorship in Venice,Confirmed,Page 318,[身份固化]: 识别执行审查的行政主体。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
79,60,Venetian Clergy,has_property,Political and social power,Confirmed,Page 247,[WACV]: 映射 Row 61。记录 18 世纪威尼斯特殊的政教力量。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
8,5,"Barberini, Maffeo",has_identity,Urban VIII,Confirmed,Grounding,[递归跳转]: 执行 see under，补全教皇本名与身份关联。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
80,61,Venice,has_property,Cosmopolitan aspect,Confirmed,Page 276,[WACV]: 映射 Row 62。记录其作为国际旅游与艺术中转站的属性。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
81,62,Venice,has_property,Criticism of constitution,Confirmed,Page 247,[WACV]: 映射 Row 63。记录启蒙时代产生的政治辩论。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
82,63,Venetian Art Patronage,experienced_event,Decline in 18th century,Confirmed,Page 261,[SENP 构造]: 映射 Row 64。记录赞助秩序萎缩的事实。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
83,64,Venetian Art Patronage,experienced_event,Decline in State patronage,Confirmed,Page 247,[WACV]: 映射 Row 65。记录公共财政对艺术支持的削减。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
84,65,Venetian painting,has_function,Decorative function,Genre,Page 261,[WACV]: 映射 Row 66。记录 18 世纪画作在建筑中的从属性地位。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
85,11,Treaty of Utrecht,terminated,Hapsburg rule in Italy,Confirmed,Page 200,[递归跳转]: 回溯 CHP-8 p.200。抓取条约对赞助秩序的宏观破坏语义。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
86,6,Urbino,ruled_by,"Rovere, Francesco Maria della",Confirmed,Page 54,[身份固化]: 映射 Row 6 与 Row 8。确立统治人关系。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
87,15,Allegory of Rome,depicts,Goddess Roma,Confirmed,Page 46,[二次爆破]: 剥离画作描绘的人物神学主体。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
88,21,"Valguarnera, Fabrizio",acquired_work_from,"Poussin, Nicolas",Confirmed,Page 121n,[Provenance]: 递归回填 Row 21。记录大藏家对普桑的赞助细节。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
89,21,"Valguarnera, Fabrizio",acquired_work_from,"Lorrain, Claude",Confirmed,Page 121n,[二次爆破]: 拆解并行受资助的画家实体。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
9,5,Urban VIII,has_role_of,Pope,Confirmed,Page 25,[身份固化]: 确立其作为 17 世纪罗马艺术权力中心的地位。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
90,27,"Vanbrugh, John",designed,Blenheim Palace,Confirmed,Grounding,[SENP 构造]: 补全建筑师最核心的赞助资产实体。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
91,27,Blenheim Palace,is_located_in,Oxfordshire,Confirmed,Cascade,[地理级联]: 建筑所在地级联。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
92,27,Oxfordshire,is_located_in,England,Confirmed,Cascade,[地理级联]: 溯源至国家。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
93,51,Innocent X,has_role_of,Pope,Confirmed,Page 116,[身份固化]: 映射 Row 52。补全教皇职衔。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
94,51,Innocent X,commissioned,Portrait of Pope Innocent X,Confirmed,Page 116,[全生命周期]: 确证这一顶级委任的发起事实。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
95,41,Vatican Palace,houses,Scala Regia,Confirmed,Page 151,[地理映射]: 递归补全建筑局部与整体的关系映射。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
96,32,"Vannini, Ottavio",worked_for,"Medici, Carlo de'",Confirmed,Page 212,[递归跳转]: 回溯 CHP-8 p.212。提取佛罗伦萨枢机主教对画家的委任。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
97,32,"Medici, Carlo de'",has_role_of,Cardinal,Confirmed,Page 212,[身份固化]: 职衔确认。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
98,62,Venice,has_target_for,Enlightenment thinkers,Confirmed,Page 245,[WACV]: 映射 Row 63 涉及的受众阶层。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
99,15,Allegory of Rome,has_material,Oil on Canvas,Confirmed,Grounding,[二次爆破]: 补全瓦伦丁名作的媒介属性。,19-UVWXYZ 深度解析全量结果表 (1-100行).md
101,66,Venice,has_property,Maintenance of old customs,Confirmed,Page 246,[WACV]: 映射 Row 66。记录保守主义文化环境对艺术品味的影响。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
102,77,New Aristocracy,patronized,Venetian Artists,Confirmed,Page 249,[WACV]: 记录 18 世纪威尼斯新近购爵家族对本土艺术市场的输血。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
103,77,New Aristocracy,commissioned,Decorative Cycles,Confirmed,Page 250,[SENP 剥离]: 剥离题材分类，记录其对宫殿装饰的需求。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
104,78,New Aristocracy,requested,Old Masters,Confirmed,Page 262,[WACV]: 映射 Row 78。记录新兴阶层通过收藏前代大师建立正统性的动机。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
105,79,Venice,opposed,Enlightenment,Confirmed,Page 245,[WACV]: 映射 Row 79。记录威尼斯官方对启蒙思想的政治与文化对抗。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
106,80,Venetian painting,has_price,High prices in 18th century,Genre,Page 262,[WACV]: 映射 Row 80。记录 18 世纪威尼斯艺术市场的宏观物价水平。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
107,81,Venice,prolonged,Counter Reformation,Confirmed,Page 271,[WACV]: 映射 Row 81。记录其在艺术表现上延续了反宗教改革的保守风格。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
108,82,Venetian Aristocracy,recorded,Past achievements,Confirmed,Page 255,[WACV]: 映射 Row 82。记录旧贵族通过怀旧题材宣示家族荣光的心理。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
109,83,Venice,has_ideology,Roman themes in art,Confirmed,Page 256,[WACV]: 映射 Row 83。记录 18 世纪威尼斯创作中对古罗马母题的借用。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
110,85,Venetian lawyers,has_social_status,High status in 18th century,Confirmed,Page 256,[身份固化]: 映射 Row 85。识别法律阶层在赞助结构中的上升态势。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
111,86,Venetian Aristocracy,has_property,Wealth in 18th century,Confirmed,Page 261,[WACV]: 映射 Row 86。记录阶层经济实力与资助规模的相关性。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
112,87,"Venier, Leonardo",has_role_of,Patron,Confirmed,Page 367,[身份固化]: 映射 Row 87。补全威尼斯 Venier 家族赞助人身份。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
113,88,"Venturi, Franco",has_role_of,Scholar,Confirmed,Page 262n,[身份固化]: 识别 18 世纪意大利思想史权威学者。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
114,89,"Vermeer, Johannes",is_author_of,Lady at the Virginals,Confirmed,Page 307,[SENP 剥离]: 正确映射 Row 89。移除所有描述性前缀。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
115,89,Lady at the Virginals,created_in,1660s,Confirmed,Grounding,[二次爆破]: 补全并剥离年代属性。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
116,90,Lady at the Virginals,acquired_by,"Smith, Joseph",Confirmed,Page 307,[全生命周期]: 记录该画在 18 世纪通过威尼斯市场的流转。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
117,90,"Smith, Joseph",sold_property,Lady at the Virginals to George III,Confirmed,Page 307,[全生命周期]: 记录作品从领事史密斯向英王的最终权属转移。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
118,90,Lady at the Virginals,is_housed_at,Royal Collection,Confirmed,Page 384,[全生命周期]: 记录名作目前的物理馆藏地。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
119,91,"Vernet, Joseph",has_role_of,Artist,Confirmed,Page 358,[身份固化]: 映射 Row 91。识别法国风景画大师。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
120,92,"Veronese, Paolo",is_author_of,Madonna and Child with Saints,Confirmed,Page 313,[SENP 剥离]: 正确映射 Row 92。客体纯净化。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
121,92,Madonna and Child with Saints,acquired_by,"Schulenburg, Johann Matthias",Confirmed,Page 313,[全生命周期]: 记录舒伦堡元帅对文艺复兴遗产的收购。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
122,93,"Veronese, Paolo",is_author_of,Marriage at Cana,Confirmed,Page 313,[SENP 剥离]: 正确映射 Row 93。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
123,93,Marriage at Cana,is_housed_at,Louvre,Confirmed,Grounding,[地理映射]: 补全该著名巨作目前的馆藏地。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
124,93,Louvre,is_located_in,Paris,Confirmed,Cascade,[地理级联]: 建筑所在地级联。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
125,95,"Verri, Pietro",has_role_of,Scholar and Philosopher,Confirmed,Page 328,[身份固化]: 映射 Row 95。识别米兰启蒙运动领袖。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
126,96,"Verrio, Antonio",has_role_of,Artist,Confirmed,Page 195,[身份固化]: 映射 Row 96。识别旅英意大利壁画名家。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
127,96,"Verrio, Antonio",worked_for,Charles II of England,Confirmed,Page 195,[全生命周期]: 记录其受英王复辟时期直接保护的事实。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
128,97,"Verrio, Antonio",created_frescoes_at,Windsor Castle,Confirmed,Page 196,[地理映射]: 映射 Row 97。具体工程场域。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
129,97,Windsor Castle,is_located_in,Berkshire,Confirmed,Cascade,[地理级联]: 建筑所在地级联。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
130,98,"Verrio, Antonio",is_author_of,Sea Triumph,Confirmed,Page 195,[SENP 剥离]: 映射 Row 98。标题纯净化。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
131,99,"Verrio, Antonio",worked_for,William III of England,Confirmed,Page 196,[全生命周期]: 映射 Row 99。记录其在光荣革命后跨朝代的持续雇用。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
132,100,"Verrio, Antonio",worked_at,Hampton Court,Confirmed,Page 198,[地理映射]: 映射 Row 100。核心晚年项目场域。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
133,100,Hampton Court,is_located_in,London,Confirmed,Cascade,[地理级联]: 建筑所在地级联。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
134,101,"Vianello, Giovanni",has_role_of,Collector,Confirmed,Page 376,[身份固化]: 映射 Row 101。补全其作为威尼斯医生/收藏家的身份。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
135,103,"Vianello, Giovanni",authored,journal of Rosalba Carriera,Confirmed,Page 376,[SENP 剥离]: 正确映射 Row 103。识别其对艺术史重要手稿的编辑贡献。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
136,105,"Viani, Domenico Maria",has_role_of,Artist,Confirmed,Page xvii,[身份固化]: 映射 Row 105。识别博洛尼亚晚期巴洛克画家。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
137,106,Vicenza,contains,Villa Valmarana,Confirmed,Page 258,[地理级联]: 映射 Row 106。补全城市内的核心资助场域。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
138,106,Vicenza,is_located_in,Italy,Confirmed,Cascade,[地理级联]: 国家级级联。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
139,107,"Vico, Giambattista",has_role_of,Philosopher,Confirmed,Page 320,[身份固化]: 映射 Row 107。补全那不勒斯法理学家全名。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
140,108,"Vico, Giambattista",authored,Autobiography,Confirmed,Page 320,[SENP 剥离]: 正确映射 Row 108。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
141,109,Vienna,has_instance,Art patronage center,Confirmed,Page 193,[SENP 构造]: 映射 Row 109。定义维也纳在 18 世纪意大利艺术跨国传播中的节点地位。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
142,110,"Viero, Teodoro",has_role_of,Art Dealer and Engraver,Confirmed,Page 340,[身份固化]: 映射 Row 110。识别威尼斯版画市场的核心力量。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
143,111,"Vigarani, Gaspare",has_role_of,Stage Designer,Confirmed,Page 185,[身份固化]: 映射 Row 111。识别马萨林枢机雇用的另一位意大利剧场大师。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
144,112,"Vignola, Giacomo Barozzi da",has_role_of,Architect,Confirmed,Page 65,[身份固化]: 映射 Row 112。文艺复兴建筑理论大师。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
145,113,"Viola, Domenico",has_role_of,Artist,Confirmed,Page 136,[身份固化]: 映射 Row 113。补全 17 世纪意大利画家角色。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
146,114,Virgil,is_source_of,Aeneid,Confirmed,Page 224,[SENP 剥离]: 正确映射 Row 114。识别史诗实体名。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
147,115,Aeneid,is_subject_of,Buonaccorsi palace paintings,Confirmed,Page 225,[WACV]: 映射 Row 115。记录古典文学对马切拉塔宫殿装饰项目的题材支撑。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
148,116,Virgil,has_identity,portrait of Virgil,Confirmed,Page 201,[Genre]: 映射 Row 116。记录赞助人对诗人形象的追捧。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
149,117,Congregazione dei Virtuosi,is_located_in,Rome,Confirmed,Page 126,[地理级联]: 映射 Row 117。记录学术组织所在地。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
150,117,"Velázquez, Diego",belongs_to,Congregazione dei Virtuosi,Confirmed,Page 126,[WACV]: 补全委拉斯凯兹旅意期间的重要学术成员身份。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
151,118,"Visconti, Antonio Maria",has_role_of,Patron,Confirmed,Page 121n,[身份固化]: 映射 Row 118。补全 17 世纪权贵赞助人身份。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
152,119,"Visconti, Pietro",has_role_of,Scholar,Confirmed,Page 259n,[身份固化]: 映射 Row 119。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
153,120,"Visentini, Antonio",has_role_of,Architect and Engraver,Confirmed,Page 301n,[身份固化]: 映射 Row 120。补全威尼斯新古典主义画师身份。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
154,121,"Visentini, Antonio",is_author_of,engravings of Canaletto's Grand Canal,Confirmed,Page 305,[SENP 剥离]: 正确映射 Row 121。客体纯净化命名。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
155,121,engravings of Canaletto's Grand Canal,commissioned_by,"Smith, Joseph",Confirmed,Page 306,[全生命周期]: 记录领事史密斯对版画传播的核心支持。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
156,122,"Visentini, Antonio",is_author_of,overdoors illustrating Palladian architecture,Confirmed,Page 308,[SENP 剥离]: 正确映射 Row 122。实体名纯净化。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
157,122,"Palladio, Andrea",inspired,overdoors by Visentini,Confirmed,Page 322,[WACV]: 记录建筑理论对装饰画作的具象影响。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
158,123,Vitruvius,authored,De Architectura,Confirmed,Page 322,[SENP 构造]: 映射 Row 123。识别 18 世纪威尼斯建筑辩论背后的古代源头。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
159,124,"Vittrice, Alessandro",has_role_of,Patron,Confirmed,Page 70,[身份固化]: 识别 17 世纪罗马重要藏家。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
160,126,"Viviani, Vincenzo",has_role_of,Scientist and Patron,Confirmed,Page 229,[身份固化]: 映射 Row 126。识别伽利略传人及其在佛罗伦萨的文化地位。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
161,127,"Vleughels, Nicolas",has_role_of,Artist and Director,Confirmed,Page 285,[身份固化]: 映射 Row 127。补全罗马法兰西学院院长全名。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
162,127,"Vleughels, Nicolas",lived_in,Rome,Confirmed,Page 343n,[地理级联]: 驻地映射。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
163,128,"Volpato, Giovanni",has_role_of,Engraver,Confirmed,Page 392,[身份固化]: 映射 Row 128。识别卡诺瓦时代的核心版画商。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
164,129,Voltaire,had_contact_with,"Querini, Angelo",Confirmed,Page 318,[WACV]: 记录其与威尼斯启蒙派的社交纽带。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
165,129,Voltaire,lived_in,Ferney,Confirmed,Page 369,[地理映射]: 记录其晚年接受朝拜的具体地点。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
166,129,Ferney,is_located_in,France,Confirmed,Cascade,[地理级联]: 国家级补全。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
167,130,"Vouet, Simon",has_role_of,Artist,Confirmed,Page 45,[身份固_化]: 映射 Row 130。识别 17 世纪法兰西画派大师。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
168,130,"Vouet, Simon",lived_in,Rome,Confirmed,Page 97,[地理级联]: 记录画家长达 14 年的旅意职业期。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
169,131,"Vouet, Simon",is_author_of,portrait of Isabella Duchess of Bracciano,Confirmed,Page 97,[SENP 剥离]: 正确映射 Row 131。实体名纯净化。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
170,131,Isabella della Rovere,has_title,Duchess of Bracciano,Confirmed,Grounding,[身份固化]: 补全被描绘者的全名与主权职衔。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
171,132,"Wael, Cornelius de",has_role_of,Artist and Dealer,Confirmed,Page 122,[身份固化]: 映射 Row 132。识别热那亚佛拉芒画家圈的中心。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
172,133,"Wael, Jean-Baptiste de",has_role_of,Artist,Confirmed,Page 208,[身份固化]: 映射 Row 133。补全家族成员。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
173,134,"Wagner, Joseph",has_role_of,Engraver and Publisher,Confirmed,Page 340,[身份固化]: 映射 Row 134。识别威尼斯 18 世纪最重要的出版商。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
174,135,"Waldstein, Count of",has_role_of,Patron,Confirmed,Page 367,[身份固化]: 映射 Row 135。识别旅意波西米亚权贵。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
175,136,"Walpole, Horace",has_role_of,Scholar and Collector,Confirmed,Page 264,[身份固化]: 映射 Row 136。识别英国哥特复兴领袖及评论家。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
176,136,"Walpole, Horace",visited,Venice,Confirmed,Page 301,[地理级联]: 记录其 1741 年的大旅行足迹。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
177,137,"Walpole, Horace",authored,Anecdotes,Confirmed,Page 284n,[SENP 剥离]: 正确映射 Row 137。识别其核心美术评论著作。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
178,138,"Wals, Goffredo",has_role_of,Artist,Confirmed,Page 125,[身份固化]: 映射 Row 138。识别克劳德·洛兰的另一位导师。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
179,139,Wars of late 17th century,influenced,Art patronage,Confirmed,Page 200,[SENP 构造]: 映射 Row 139。记录地缘政治动荡对赞助格局的破坏。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
180,141,"Waterhouse, E. K.",has_role_of,Scholar,Confirmed,Page 12n,[身份固化]: 映射 Row 141。识别现代艺术史学家。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
181,142,"Watson, F. J. B.",has_role_of,Scholar,Confirmed,Page 313n,[身份固化]: 映射 Row 142。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
182,143,"Watteau, Antoine",has_role_of,Artist,Confirmed,Page 277,[身份固化]: 映射 Row 143。识别洛可可大师。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
183,143,"Watteau, Antoine",influenced_by,Venetian painting,Confirmed,Page 284,[WACV]: 记录其风格受威尼斯色彩主义影响的史实。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
184,144,"Webster, John",has_role_of,Playwright,Confirmed,Page 98n,[身份固化]: 映射 Row 144。识别英国雅各宾时代剧作家。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
185,145,The White Devil,authored_by,"Webster, John",Confirmed,Page 98n,[SENP 剥离]: 映射 Row 145。识别其描绘意大利题材的著作。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
186,146,"Weenix, Jan",has_role_of,Artist,Confirmed,Page 283,[身份固化]: 映射 Row 146。识别荷兰狩猎画名家。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
187,147,"Werff, Adrian van der",has_role_of,Artist,Confirmed,Page 283,[身份固化]: 映射 Row 147。识别普鲁士宫廷首选的荷兰画家。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
188,148,"Werff, Adrian van der",worked_for,"Johann Wilhelm, Elector Palatine",Confirmed,Page 283,[全生命周期]: 映射 Row 148。确立最重要的资助链路。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
189,148,Johann Wilhelm,has_title,Elector Palatine,Confirmed,Cascade,[身份固化]: 补全选帝侯全名。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
190,149,"White Hill, Battle of",established_in,1620,Confirmed,Page 33,[Wiki/Grounding]: 映射 Row 149。补全作为三十年战争转折点的关键年份。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
191,150,Widmann Country House,is_located_in,Bagnoli di Sopra,Confirmed,Page 250,[地理映射]: 映射 Row 150。建筑位置定义。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
192,150,Bagnoli di Sopra,is_located_in,Italy,Confirmed,Cascade,[地理级联]: 级联补全。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
193,151,Widmann Family,has_role_of,Patron,Confirmed,Page 254,[身份固化]: 映射 Row 151。威尼斯豪门资助者。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
194,152,Widmann Palace,is_located_in,Venice,Confirmed,Page 214n,[地理映射]: 映射 Row 152。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
195,153,William III of England,has_role_of,Patron,Confirmed,Page 196,[身份固化]: 映射 Row 153。确立其对巴洛克装饰的资助角色。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
196,154,"Wilson, Richard",has_role_of,Artist,Confirmed,Page 301,[身份固化]: 映射 Row 154。识别威尔士风景画家。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
197,155,"Winckelmann, J. J.",has_role_of,Scholar,Confirmed,Page 348,[身份固化]: 映射 Row 155。识别现代考古学与艺术史之父。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
198,155,"Winckelmann, J. J.",lived_in,Rome,Confirmed,Page 358,[地理级联]: 核心学术活动场域记录。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
199,156,"Witte, Peter de",has_role_of,Artist,Confirmed,Page 206,[身份固化]: 映射 Row 156。识别活跃于巴伐利亚的佛拉芒大师（Pietro Candido）。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
200,157,"Wittkower, Rudolf",has_role_of,Scholar,Confirmed,Page 12,[身份固化]: 映射 Row 157。识别 20 世纪最具影响力的巴洛克史学家。,19-UVWXYZ 深度解析全量结果表 (101-200行).md
201,158,Vitruvius,authored,De Architectura,Confirmed,Page 322,[SENP 剥离]: 正确映射 Row 158。实体名纯净化。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
202,158,De Architectura,influenced,18th Century Venetian Architecture,Confirmed,Page 322,[WACV]: 记录古典理论对威尼斯建筑辩论的基石作用。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
203,159,"Vittrice, Alessandro",has_role_of,Patron,Confirmed,Page 70,[身份固化]: 映射 Row 159。17 世纪罗马重要私人赞助人。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
204,161,"Viviani, Vincenzo",has_role_of,Scientist,Confirmed,Page 229,[身份固化]: 映射 Row 161。识别伽利略传人及其在佛罗伦萨的科学赞助角色。,19-UVWXYZ 深度解析全量结果表 (201-300行).md
